id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
16243;Sanex Gel Douche Advanced Atopiderm-Sanex;Sanex Gel Douche Advanced Atopiderm;1873;6261;8,71E+12;;1;42.800400;3.566700;12;523001;3.000000;;;;;;;;;;;
16244;Hydrate 24h - Sanex Advanced-Sanex;Hydrate 24h - Sanex Advanced;1873;6261;8,71E+12;;1;32.607000;2.717250;12;522623;0.051000;;;;;;;;;;;
16245;Axe Gel douche Peace-AXE;Axe Gel douche Peace;1873;6261;8,71E+12;;1;32.607000;2.717250;12;522607;0.054000;;;;;;;;;;;
16246;Dentifrice integral-Signal;Dentifrice integral;1822;6261;3,60E+12;;1;43.767000;3.647250;12;522946;0.600000;;;;;;;;;;;
16247;Signal Brosse à Dents Double Face Souple-Signal;Signal Brosse à Dents Double Face Souple;1822;6261;3,60E+12;;1;43.767000;3.647250;12;522920;0.600000;;;;;;;;;;;
16248;Signal brosse à dents soin blancheur medium double face-Signal;Signal brosse à dents soin blancheur medium double face;1814;6261;4,01E+12;;1;145.056600;12.088050;12;526863;0.600000;;;;;;;;;;;
16249;Stick à Raser Homme Barbe Difficile-Mennen;Stick à Raser Homme Barbe Difficile;1814;6261;42289470;;1;44.260200;3.688350;12;526889;1.800000;;;;;;;;;;;
16250;Stick à Raser Homme Energisant -Mennen;Stick à Raser Homme Energisant;1814;6261;4,01E+12;;1;19.629000;1.635750;12;526822;3.000000;;;;;;;;;;;
16251;Nivea Cellular anti-âge Soin de jour-NIVEA;Nivea Cellular anti-âge Soin de jour;2577;6261;3,47E+12;;1;51.118200;4.259850;12;526988;6.000000;;;;;;;;;;;
16252;Demaquillant sous douche -Nivea;Demaquillant sous douche;1814;6261;42269861;;1;81.698400;3.404100;24;526905;4.800000;;;;;;;;;;;
16253;Nivea Crème douche nourrissante-Nivea;Nivea Crème douche nourrissante;1814;6261;4,01E+12;;1;50.209200;4.184100;12;526848;2.400000;;;;;;;;;;;
16254;Eau Micellaire Pureté-Corrine De Farme;Eau Micellaire Pureté;1814;6261;4,01E+12;;1;39.958200;3.329850;12;526806;1.800000;;;;;;;;;;;
16255;Nivea Care-Nivea;Nivea Care;917;6261;3,26E+12;;1;26.551200;1.659450;16;525683;1.250000;;;;;;;;;;;
16256;Nivea creme care lait démaquillant-Nivea;Nivea creme care lait démaquillant;2009;6261;4,02E+12;;1;29.032800;29.032800;1;521989;2.000000;;;;;;;;;;;
16257;Crème Visage Corps Mains Homme-Nivea;Crème Visage Corps Mains Homme;2009;6261;4,02E+12;;1;28.462800;28.462800;1;521948;2.000000;;;;;;;;;;;
16258;Papiers Toilettes belle France -BELLE France;Papiers Toilettes belle France;2009;6261;4,02E+12;;1;29.032800;29.032800;1;521922;2.000000;;;;;;;;;;;
16259;Pampers Baby-Dry Jumbo 4-9kg-Pampers;Pampers Baby-Dry Jumbo 4-9kg;2009;6261;4,02E+12;;1;28.462800;28.462800;1;521906;2.000000;;;;;;;;;;;
16260;Pampers Baby-Dry Jumbo 7-18kg-Pampers;Pampers Baby-Dry Jumbo 7-18kg;2578;6261;3,04E+12;;1;40.471200;2.529450;16;868562;5.400000;;;;;;;;;;;
16261;Pampers Baby-Dry Jumbo 9-20kg-Pampers;Pampers Baby-Dry Jumbo 9-20kg;2578;6261;3,04E+12;;1;46.704000;2.335200;20;868869;16.840000;;;;;;;;;;;
16262;Pampers Baby-Dry Jumbo 11-25kg-Pampers;Pampers Baby-Dry Jumbo 11-25kg;2578;6261;3,04E+12;;1;46.704000;2.335200;20;853762;0.540000;;;;;;;;;;;
16263;Feuilles Simples Blanches Perforees grand-Clairefontaine;Feuilles Simples Blanches Perforees grand;2578;6261;3,04E+12;;1;46.704000;2.335200;20;854281;16.840000;;;;;;;;;;;
16264;Copies Doubles Perforées-Clairefontaine;Copies Doubles Perforées;2578;6261;3,04E+12;;1;67.371000;6.737100;10;527689;19.300000;;;;;;;;;;;
16265;Feuilles simples blanches perforees 210X297-Clairefontaine;Feuilles simples blanches perforees 210X297;0;6261;3,04E+12;;1;28.872000;0.601500;48;527424;1.000000;;;;;;;;;;;
16266;Copies Doubles petits-Clairefontaine;Copies Doubles petits;2579;6261;3,04E+12;;1;11.140200;0.928350;12;894162;19.000000;;;;;;;;;;;
16267;Clairefontaine Cahiers 24 x 32 cm grands carreaux-Clairefontaine;Clairefontaine Cahiers 24 x 32 cm grands carreaux;2579;6261;3,04E+12;;1;16.560000;1.380000;12;593400;6.100000;;;;;;;;;;;
16268;Etiquettes écoliers blanche x 24-;Etiquettes écoliers blanche x 24;2579;6261;3,04E+12;;1;10.497600;0.437400;24;527747;0.524000;;;;;;;;;;;
16269;12 crayons couleur 18 cm-Ulmann;12 crayons couleur 18 cm;2780;6261;3,04E+12;;1;32.968800;1.373700;24;868943;0.542000;;;;;;;;;;;
16270;4 surligneurs corps fin -ULMANN;4 surligneurs corps fin;2579;6261;3,04E+12;;1;7.371000;0.614250;12;869040;0.600000;;;;;;;;;;;
16272;10 Cartouches d'encre Standard pour stylo Plume-ULMANN;10 Cartouches d'encre Standard pour stylo Plume;2579;6261;3,04E+12;;1;52.102800;2.170950;24;527721;0.960000;;;;;;;;;;;
16273;Lot de 3 effaceurs / réécriveur-ULMANN;Lot de 3 effaceurs / réécriveur;2579;6261;3,04E+12;;1;41.947200;1.747800;24;527705;0.960000;;;;;;;;;;;
16274;Crayon graphites X8-ULMANN;Crayon graphites X8;2579;6261;3,04E+12;;1;9.775800;0.814650;12;867044;0.029000;;;;;;;;;;;
16275;Lot de 2 stylos Encre gel Pointe moyenne 0.7mm Effaçable -ULMANN;Lot de 2 stylos Encre gel Pointe moyenne 0.7mm Effaçable;2785;6261;3,17E+12;;1;39.769200;3.314100;12;801142;0.030000;;;;;;;;;;;
16276;Recharge stylo encre blex -ULMANN;Recharge stylo encre blex;2579;6261;3,04E+12;;1;35.778000;1.788750;20;853648;1.100000;;;;;;;;;;;
16277;4 porte mines HB 0.7MM-ULMANN;4 porte mines HB 0.7MM;2579;6261;3,04E+12;;1;12.182400;1.015200;12;801126;0.960000;;;;;;;;;;;
16278;12 feutres Encre Super lavable. pointe ogive Fine-ULMANN;12 feutres Encre Super lavable. pointe ogive Fine;2579;6261;3,04E+12;;1;10.573200;0.440550;24;801043;0.150000;;;;;;;;;;;
16279;Ardoise Blanche + 1 marqueur Bleu double pointe-ULMANN;Ardoise Blanche + 1 marqueur Bleu double pointe;2579;6261;3,04E+12;;1;4.830000;0.241500;20;593384;1.000000;;;;;;;;;;;
16280;Ciseaux écolier 13 cm-ULMANN;Ciseaux écolier 13 cm;2026;6261;4,03E+12;;1;22.773600;1.897800;12;527507;0.780000;;;;;;;;;;;
16281;Taille crayons 2 trous en plastique + réservoi-ULMANN;Taille crayons 2 trous en plastique + réservoi;2026;6261;4,03E+12;;1;25.084800;2.090400;12;527440;0.780000;;;;;;;;;;;
16282;Gomme en plastique x1-Ulmann;Gomme en plastique x1;2026;6261;4,03E+12;;1;98.880000;3.955200;25;593343;0.800000;;;;;;;;;;;
16283;Uhu dévidoir ruban adhésif rollafix transparent Ice Age-UHU;Uhu dévidoir ruban adhésif rollafix transparent Ice Age;2026;6261;4,03E+12;;1;12.537000;1.253700;10;541425;0.600000;;;;;;;;;;;
16284;Uhu dévidoir ruban adhésif rollafix invisible Ice Age-UHU;Uhu dévidoir ruban adhésif rollafix invisible Ice Age;0;6261;3,18E+12;;1;40.861500;4.086150;10;790022;3.545000;;;;;;;;;;;
16285;UHU Lot de 4 Stic colle 8.2g + 1 stic 8.2g offert-UHU;UHU Lot de 4 Stic colle 8.2g + 1 stic 8.2g offert;0;6261;3,18E+12;;1;14.220000;2.370000;6;526764;0.794000;;;;;;;;;;;
16286;Uhu colle tout extra 31ml-UHU;Uhu colle tout extra 31ml;0;6261;3,18E+12;;1;12.362400;2.060400;6;526749;3.000000;;;;;;;;;;;
16287;Bac a litiere-;Bac a litiere;2583;6261;3,18E+12;;1;10.790100;1.798350;6;526723;0.533000;;;;;;;;;;;
16288;Bâtonnets à mâcher friandise-;Bâtonnets à mâcher friandise;2053;6261;3,18E+12;;1;10.790100;1.798350;6;526707;0.793000;;;;;;;;;;;
16289;2 OREILLES BOEUF SECHEES-;2 OREILLES BOEUF SECHEES;0;6261;3,18E+12;;1;20.102400;3.350400;6;526566;1.850000;;;;;;;;;;;
16290;Friandises pour chat Catisfactions au saumon-Whiskas;Friandises pour chat Catisfactions au saumon;2842;6261;3,43E+12;;1;53.835000;0.538350;100;594887;9.630000;;;;;;;;;;;
16291;Friandises pourchien mix BBQ-Whiskas;Friandises pourchien mix BBQ;2582;6261;3,43E+12;;1;48.900000;0.048900;1000;533364;13.890000;;;;;;;;;;;
16292;Shampooing Insectifuge pour Chien-;Shampooing Insectifuge pour Chien;1408;2;7,62E+12;;1;28.041000;2.804100;10;63867;0.900000;;;;;;;;;;;
16293;Sac cabas réutilisable-x20;Sac cabas réutilisable;1408;6948;7,62E+12;;1;28.041000;2.804100;10;63883;0.900000;;;;;;;;;;;
16294;Sacs plastiques réutilisables (50µ) bretelles 20 + 10 x 40 cm 10L-x50;Sacs plastiques réutilisables (50µ) bretelles 20 + 10 x 40 cm 10L;1408;6948;7,62E+12;;1;28.041000;2.804100;10;63909;0.900000;;;;;;;;;;;
16301;Capsules Espresso forte-Les 10 capsules;Capsules Espresso forte;1174;6948;3,18E+12;;1;8.506800;1.417800;6;160887;6.500000;;;;;;;;;;;
16302;Capsules Lungo forte-Les 10 capsules;Capsules Lungo forte;0;6271;3,25E+12;;1;4.707900;0.784650;6;161380;6.600000;;;;;;;;;;;
16303;Capsules café decaffeinato-Les 10 capsules;Capsules café decaffeinato;1269;6948;3,04E+12;;1;25.806000;3.225750;8;207241;8.600000;;;;;;;;;;;
16304;Lait 1/écrémé Viva-La bouteille 1L;Lait 1/écrémé Viva;1269;6948;3,04E+12;;1;25.679400;6.419850;4;207266;8.600000;;;;;;;;;;;
16305;Lait 1/2 écrémé de Chez Nous-La brick 1L;Lait 1/2 écrémé de Chez Nous;1435;6948;3,32E+12;;1;21.381300;3.563550;6;330548;4.080000;;;;;;;;;;;
16306;Soupe potiron châtaigne-La Brique 1L;Soupe potiron châtaigne;1251;6948;24000001645;;1;43.351200;1.806300;24;360024;16.700000;;;;;;;;;;;
16307;Soupe potiron châtaigne-Le lot 2x1L;Soupe potiron châtaigne;1305;6948;3,66E+12;;1;20.764800;1.730400;12;363325;4.900000;;;;;;;;;;;
16308;Crème de Marrons BIO-Le pot 320g;Crème de Marrons BIO;1305;6948;3,66E+12;;1;20.386800;1.698900;12;363341;4.800000;;;;;;;;;;;
16309;Ananas Morceaux-La boite 560g;Ananas Morceaux;1305;6948;3,66E+12;;1;20.386800;1.698900;12;363523;4.900000;;;;;;;;;;;
16310;Sauce Béarnaise-Le pot de 260 g;Sauce Béarnaise;1049;6948;3,02E+12;;1;32.797800;2.733150;12;495622;12.000000;;;;;;;;;;;
16311;Mayonnaise au citron-Le pot de 255g;Mayonnaise au citron;1942;6948;8,00E+12;;1;18.631200;2.328900;8;514448;4.400000;;;;;;;;;;;
16312;Sauce tartare-Le pot de 260 g;Sauce tartare;1942;6948;4,02E+12;;1;18.631200;2.328900;8;514463;4.400000;;;;;;;;;;;
16313;Endives-La boite 4/4 530 g;Endives;1204;6948;3,50E+12;;1;10.909500;1.090950;10;514489;3.070000;;;;;;;;;;;
16314;Adoucissant Envolée d'Air Frais-Le flacon 550ml;Adoucissant Envolée d'Air Frais;2585;6948;3,76E+12;;1;36.283500;6.047250;6;514604;7.800000;;;;;;;;;;;
16315;Adoucissant Envolée coup de foudre-Le flacon 550ml;Adoucissant Envolée coup de foudre;2585;6948;3,76E+12;;1;32.361300;5.393550;6;514620;7.800000;;;;;;;;;;;
16316;Chips fromage frais et fines herbes-Le sachet 125g;Chips fromage frais et fines herbes;0;6948;3,70E+12;;1;38.736900;6.456150;6;514646;7.800000;;;;;;;;;;;
16317;Riesling Bio 2013-La bouteille 75cl;Riesling Bio 2013;1743;6948;5,10E+12;;1;92.881800;15.480300;6;514661;7.500000;;;;;;;;;;;
16318;Pinot blanc Bio 2013-La bouteille 75cl;Pinot blanc Bio 2013;0;6948;3,52E+12;;1;30.400200;5.066700;6;514687;8.000000;;;;;;;;;;;
16319;Macon Aze Baronne de Saint Jean blanc 2014-La bouteille 75cl;Macon Aze Baronne de Saint Jean blanc 2014;0;6948;3,27E+12;;1;59.814900;9.969150;6;514703;7.500000;;;;;;;;;;;
16320;Tennessee Fire 35%-La bouteille 70cl;Tennessee Fire 35%;2034;6948;3,70E+12;;1;18.607350;18.607350;1;514729;15.200000;;;;;;;;;;;
16321;Graves Blanc Château Gueydon 2014-La bouteille 75cl;Graves Blanc Château Gueydon 2014;2031;6948;8,41E+12;;1;53.076000;6.634500;8;514745;12.700000;;;;;;;;;;;
16322;Chablis Levert Freres 2015-La bouteille 75cl;Chablis Levert Freres 2015;2034;6948;3,70E+12;;1;18.918000;3.153000;6;514760;7.500000;;;;;;;;;;;
16323;Croquettes pour chiens multicroc volaille excel-Le sac de 15 kg;Croquettes pour chiens multicroc volaille  excel;2034;6948;3,70E+12;;1;19.221300;3.203550;6;514786;7.500000;;;;;;;;;;;
16324;Croquettes pour chat stérilisé d'intérieur-Le sac de 1.5 kg;Croquettes pour chat stérilisé d'intérieur;1482;6948;5,45E+12;;1;11.945700;1.990950;6;514802;9.700000;;;;;;;;;;;
16325;Croquettes pour chat saumon thon légumes-Le sac de 1.5 kg;Croquettes pour chat saumon thon légumes;1482;6948;5,45E+12;;1;11.945700;1.990950;6;514828;9.700000;;;;;;;;;;;
16326;Croquettes pour chat stérilisé-Le sac de 1.5 kg;Croquettes pour chat stérilisé;2586;6948;5,45E+12;;1;10.695600;1.782600;6;514844;19.200000;;;;;;;;;;;
16327;Boisson gaseuse Exotic-La Bout PET 1.5L;Boisson gaseuse Exotic;2586;6948;5,45E+12;;1;10.695600;1.782600;6;514869;11.200000;;;;;;;;;;;
16328;Boisson gazeuse Cassis-La Bout PET 1.5L;Boisson gazeuse Cassis;1956;6948;8,00E+12;;1;26.292000;6.573000;4;514885;5.980000;;;;;;;;;;;
16329;Boisson gazeuse Spritz-La Bout PET 1.5L;Boisson gazeuse Spritz;1956;6948;8,00E+12;;1;26.292000;6.573000;4;514901;5.980000;;;;;;;;;;;
16330;Boisson gaseuze Mojito-La Bout PET 1.5L;Boisson gaseuze Mojito;1466;6948;5,06E+12;;1;23.418000;0.975750;24;515023;9.600000;;;;;;;;;;;
16331;Lessive Fleurs de Lotus (23 doses)-Le flacon 1.5L;Lessive Fleurs de Lotus (23 doses);2031;6948;8,41E+12;;1;47.404800;5.925600;8;516328;10.700000;;;;;;;;;;;
16332;Lessive liquide coquelicot et fleur de cerisiser (23 doses)-Le flacon 1.5L;Lessive liquide coquelicot et fleur de cerisiser (23 doses);2031;6948;8,41E+12;;1;47.404800;5.925600;8;516344;10.700000;;;;;;;;;;;
16333;Lemon Ice-La boite 355ml;Lemon Ice;917;6948;3,26E+12;;1;24.000000;1.500000;16;517722;5.700000;;;;;;;;;;;
16334;Croquettes Nature mini au poulet (chien adulte de petite taille)-Le Sac de 1.25kg;Croquettes Nature mini au poulet (chien adulte de petite taille);2587;6948;4,01E+12;;1;36.977850;36.977850;1;517789;2.800000;;;;;;;;;;;
16335;Croquettes Nature mini agneau (chien adulte de petite taille)-Le Sac de 1.25kg;Croquettes Nature mini agneau (chien adulte de petite taille);2587;6948;4,01E+12;;1;21.316800;21.316800;1;517805;1.900000;;;;;;;;;;;
16336;Papier Hygiènique rose-Les 8 paquets;Papier Hygiènique rose;1977;6948;7,64E+12;;1;42.913800;3.576000;12;518381;3.600000;;;;;;;;;;;
16337;Grill raclette 1100 W-;Grill raclette 1100 W;1977;6948;7,64E+12;;1;42.042600;3.504000;12;518407;3.600000;;;;;;;;;;;
16338;Cafetière éléctrique-18 tasses;Cafetière éléctrique;2343;6948;5,45E+12;;1;13.082400;2.180400;6;518464;9.700000;;;;;;;;;;;
16339;Piles Mx LR03-6+2 gratuites;Piles Mx LR03;2343;6948;5,45E+12;;1;13.082400;2.180400;6;518480;9.700000;;;;;;;;;;;
16340;Piles Mx LR06-6+2 gratuites;Piles Mx LR06;2343;6948;5,45E+12;;1;22.735800;1.894650;12;518506;16.200000;;;;;;;;;;;
16341;Soda cerise Zero-La Bout PET 1.5L;Soda cerise Zero;2343;6948;5,45E+12;;1;22.735800;1.894650;12;518522;16.200000;;;;;;;;;;;
16342;Soda Cerise-La Bout PET 1.5L;Soda Cerise;2343;6948;5,45E+12;;1;22.735800;1.894650;12;518548;16.200000;;;;;;;;;;;
16343;Soda Cola sans caféine-La Bout PET 1.25L;Soda Cola sans caféine;1782;6948;3,07E+12;;1;8.456700;4.228350;2;518589;10.600000;;;;;;;;;;;
16344;Soda cola light sans caféine-La Bout PET 1.25L;Soda cola light sans caféine;2588;6948;3,50E+12;;1;28.552500;4.758750;6;518688;9.720000;;;;;;;;;;;
16345;Soda cola Zeo sans caféine-La Bout PET 1.25L;Soda cola Zeo sans caféine;2588;6948;3,50E+12;;1;28.552500;4.758750;6;518704;9.720000;;;;;;;;;;;
16346;Eau Prestige-PET 4x1.25L;Eau Prestige;1565;6948;3,18E+12;;1;17.952300;2.992050;6;518720;7.000000;;;;;;;;;;;
16347;Ice Rosé-La bouteille 75cl;Ice Rosé;1565;6948;3,18E+12;;1;17.952300;2.992050;6;518746;7.000000;;;;;;;;;;;
16348;Vin blanc mousseux Ice Edition-La bouteille 75cl;Vin blanc mousseux Ice Edition;0;6948;3,18E+12;;1;30.115800;5.019300;6;518761;6.500000;;;;;;;;;;;
16349;Vin rosé Grenache Cinsault-La bouteille 75cl;Vin rosé Grenache Cinsault;0;6948;3,18E+12;;1;28.884600;4.814100;6;518787;7.900000;;;;;;;;;;;
16350;Vin blanc Pays D'oc Sauvignon 2015-La bouteille 75cl;Vin blanc Pays D'oc Sauvignon 2015;1555;6948;3,08E+12;;1;17.980800;4.495200;4;518928;11.700000;;;;;;;;;;;
16351;Vin blanc Touraine Roches Linières 2015-La bouteille 75cl;Vin blanc Touraine Roches Linières 2015;1516;6948;3,08E+12;;1;21.555000;5.388750;4;518944;11.700000;;;;;;;;;;;
16352;Côte de Provence rosé Jean Valestrel 2015-La bouteille 75cl;Côte de Provence rosé Jean Valestrel 2015;1191;6948;3,23E+12;;1;18.738000;1.561500;12;518985;1.900000;;;;;;;;;;;
16353;Bière au jus d'orange sanguine-Le Pack 6x27.5cl;Bière au jus d'orange sanguine;0;6948;3,55E+12;;1;24.593400;2.049450;12;519009;0.018000;;;;;;;;;;;
16354;Bière Eléphant 7.2°-Le Pack 6x27.5cl;Bière Eléphant 7.2°;1851;6948;3,55E+12;;1;24.593400;2.049450;12;519041;0.262000;;;;;;;;;;;
16355;Galette de Riz Quinoa-le paquet 130g;Galette de Riz Quinoa;1191;6948;3,23E+12;;1;12.960000;2.160000;6;519066;1.600000;;;;;;;;;;;
16356;Baume à lèvres au Karité-Le tube 4gr;Baume à lèvres au Karité;1191;6948;3,23E+12;;1;9.075600;1.512600;6;519082;1.700000;;;;;;;;;;;
16357;Baume à lèvres à l'argan-Le tube 4gr;Baume à lèvres à l'argan;1191;6948;3,23E+12;;1;9.075600;1.512600;6;519223;1.700000;;;;;;;;;;;
16358;Doypack Quinoa tomate olive-Le Doypack 250g;Doypack Quinoa tomate olive;2589;6948;3,76E+12;;1;32.247900;5.374650;6;519405;7.500000;;;;;;;;;;;
16359;Doypack riz soja légumes-Le Doypack 250g;Doypack riz soja légumes;1232;6948;3,33E+12;;1;102.614400;4.275600;24;525121;5.200000;;;;;;;;;;;
16360;Doypack Boulghour quinoa sésame-Le Doypack 250g;Doypack Boulghour quinoa sésame;2026;6948;4,03E+12;;1;18.435600;1.536300;12;541805;1.000000;;;;;;;;;;;
16361;Vin blanc l'Aurore en Gascogne-La bouteille 75cl;Vin blanc l'Aurore en Gascogne;0;6948;3,52E+12;;1;33.336900;5.556150;6;618447;8.000000;;;;;;;;;;;
16362;Crabe 100% morceaux-La boite 200g;Crabe 100% morceaux;1036;6272;7,61E+12;;1;23.570100;3.928350;6;522482;2.900000;;;;;;;;;;;
16363;Rouleau emballage 50mm-Le Rouleau 50m;Rouleau emballage 50mm;1036;6272;7,61E+12;;1;23.570100;3.928350;6;522425;2.900000;;;;;;;;;;;
16364;Vin Rouge Médoc Château la Tessonnière 2014-La bouteille 75cl;Vin Rouge Médoc Château la Tessonnière 2014;1036;6272;7,61E+12;;1;23.570100;3.928350;6;522383;2.900000;;;;;;;;;;;
16365;La Laitière Vanille Pécan Sauce Caramel Beurre Salé;La Laitière Vanille Pécan Sauce Caramel Beurre Salé;930;6272;3,76E+12;;1;87.483600;10.935450;8;576165;2.400000;;;;;;;;;;;
16366;La Laitière Nougat Éclats de Framboise;La Laitière Nougat Éclats de Framboise;2590;6272;3,25E+12;;1;43.584000;10.896000;4;518845;2.200000;;;;;;;;;;;
16367;La Laitière Caramel Beurre Salé Petits Caramels;La Laitière Caramel Beurre Salé Petits Caramels;2591;6272;3,76E+12;;1;111.520800;9.293400;12;518605;7.000000;;;;;;;;;;;
16368;Les Macarons Pâtissiers x12;Les Macarons Pâtissiers x12;1038;6272;3,27E+12;;1;72.129600;6.010800;12;515940;5.700000;;;;;;;;;;;
16369;Entremet Divinement Chocolat - 6 parts;Entremet Divinement Chocolat - 6 parts;2592;6272;3,26E+12;;1;59.265000;4.938750;12;515981;2.700000;;;;;;;;;;;
16370;Le plaisir au citron;Le plaisir au citron;1048;6272;3,60E+12;;1;20.007600;2.500950;8;520346;2.200000;;;;;;;;;;;
16371;Omelette Norvégienne;Omelette Norvégienne;1048;6272;3,60E+12;;1;20.007600;2.500950;8;520320;2.200000;;;;;;;;;;;
16372;Feuillété aux Noix de Saint-Jacques x2;Feuillété aux Noix de Saint-Jacques x2;1048;6272;3,60E+12;;1;17.715600;2.952600;6;519280;1.770000;;;;;;;;;;;
16374;Mozzini Jambon Mozzarella x4;Mozzini Jambon Mozzarella x4;1048;6272;3,60E+12;;1;17.715600;2.952600;6;519264;1.770000;;;;;;;;;;;
16375;Mozzini Champignons Mozzarella x4;Mozzini Champignons Mozzarella x4;1048;6272;3,60E+12;;1;18.956700;3.159450;6;520189;2.800000;;;;;;;;;;;
16376;Regalini Jambon Fromage x15;Regalini Jambon Fromage x15;1048;6272;3,60E+12;;1;23.493600;3.915600;6;946327;2.500000;;;;;;;;;;;
16377;Regalini Thon Listao Tomate x15;Regalini Thon Listao Tomate x15;1048;6272;3,60E+12;;1;28.894500;2.889450;10;519421;2.800000;;;;;;;;;;;
16380;Nuggets au colin d'Alaska;Nuggets au colin d'Alaska;0;6272;3,33E+12;;1;154.434600;8.579700;18;515783;5.000000;;;;;;;;;;;
16381;"4 Beignets Filets de colin ""Façon Fish & Chips""";"4 Beignets Filets de colin ""Façon Fish & Chips""";0;6272;3,42E+12;;1;31.452000;3.931500;8;515262;3.600000;;;;;;;;;;;
16382;Nuggets de poulet x12;Nuggets de poulet x12;1048;6272;3,60E+12;;1;19.155600;3.192600;6;520205;3.000000;;;;;;;;;;;
16383;Noix de Saint-Jacques 40/60 avec corail;Noix de Saint-Jacques 40/60 avec corail;1048;6272;3,60E+12;;1;15.460200;2.576700;6;519462;2.500000;;;;;;;;;;;
16384;Marrons Entiers;Marrons Entiers;1048;6272;3,60E+12;;1;15.460200;2.576700;6;519447;2.500000;;;;;;;;;;;
16385;Légumes noisettes aux épinards;Légumes noisettes aux épinards;930;6272;3,76E+12;;1;49.280400;8.213400;6;518803;3.500000;;;;;;;;;;;
16386;Legumes vapeurs de la Mediterannée;Legumes vapeurs de la Mediterannée;1039;6272;3,28E+12;;1;32.626800;4.078350;8;520403;3.080000;;;;;;;;;;;
16387;Légumes du jardin vapeur;Légumes du jardin vapeur;1039;6272;3,28E+12;;1;32.626800;4.078350;8;520361;3.080000;;;;;;;;;;;
16388;Tourte au canard;Tourte au canard;2478;6948;3,26E+12;;1;32.540400;1.807800;18;3228;6.600000;;;;;;;;;;;
16389;Brandade de Morue;Brandade de Morue;2478;6948;3,26E+12;;1;21.067200;1.755600;12;4523;3.950000;;;;;;;;;;;
16390;Petityes Gambas aux légumes du soleil et pesto;Petityes Gambas aux légumes du soleil et pesto;2478;6948;3,26E+12;;1;16.633800;1.386150;12;4184;3.360000;;;;;;;;;;;
16391;Biscottes blé complet 36 tranches-;Biscottes blé complet 36 tranches;2478;6948;3,26E+12;;1;15.964800;1.995600;8;25809;2.040000;;;;;;;;;;;
16392;Pail grillé 12 tranches-;Pail grillé  12 tranches;2478;6948;3,26E+12;;1;12.141000;1.214100;10;25825;2.080000;;;;;;;;;;;
16393;Petit pain grillé-;Petit pain grillé;2478;6948;3,26E+12;;1;15.883500;1.588350;10;25841;2.390000;;;;;;;;;;;
16394;Cookies tout chocolat-L'étui 200g;Cookies tout chocolat;2478;6948;3,26E+12;;1;15.169200;1.896150;8;25866;2.040000;;;;;;;;;;;
16395;Biscuits sésame et épeautre-L'étui 200g;Biscuits sésame et épeautre;2478;6948;3,26E+12;;1;19.665000;1.638750;12;25882;2.930000;;;;;;;;;;;
16396;Sablés au beure-L'étui 200g;Sablés au beure;2478;6948;3,26E+12;;1;17.202600;1.433550;12;32904;2.860000;;;;;;;;;;;
16397;Sablés au citron et amandes-;Sablés au citron et amandes;2478;6948;3,26E+12;;1;17.998500;1.799850;10;14969;2.390000;;;;;;;;;;;
16398;Petit Déjeuner Chocolat Quinoa-;Petit Déjeuner Chocolat Quinoa;2478;6948;3,26E+12;;1;21.769200;1.814100;12;32862;1.800000;;;;;;;;;;;
16399;Petit Beurre-L'étui 200g;Petit Beurre;2478;6948;3,26E+12;;1;21.996000;1.833000;12;32888;1.800000;;;;;;;;;;;
16400;Sablées chocolat au lait-L'étui 200g;Sablées chocolat au lait;2478;6948;3,26E+12;;1;16.246650;2.320950;7;83121;4.100000;;;;;;;;;;;
16401;Biscuits Tablette de chocolat noir-;Biscuits Tablette de chocolat noir;2478;6948;3,26E+12;;1;17.316000;0.721500;24;172304;12.100000;;;;;;;;;;;
16402;Biscuits Tablette de chocolat au lait-;Biscuits Tablette de chocolat au lait;2478;6268;3,26E+12;;1;14.430000;0.721500;20;172346;6.100000;;;;;;;;;;;
16403;Muesli graines-Le sacet 500g;Muesli graines;2478;6948;3,26E+12;;1;17.380800;2.172600;8;182147;4.200000;;;;;;;;;;;
16405;Spaghetti-Le sacet 500g;Spaghetti;2478;6948;3,26E+12;;1;28.912800;2.065200;14;185967;7.300000;;;;;;;;;;;
16406;Coquillettes-Le sacet 500g;Coquillettes;2478;6948;3,26E+12;;1;16.956000;1.413000;12;255067;6.500000;;;;;;;;;;;
16407;Lentilles vertes-L'étui 500g;Lentilles vertes;2478;6948;3,26E+12;;1;17.847000;1.487250;12;247684;4.900000;;;;;;;;;;;
16408;Riz Basmati-500g;Riz Basmati;2478;6948;3,26E+12;;1;5.787900;0.964650;6;277707;2.000000;;;;;;;;;;;
16409;Vinaigretes-Le flacon 500lm;Vinaigretes;2478;6948;3,26E+12;;1;5.787900;0.964650;6;277723;2.000000;;;;;;;;;;;
16410;Mayonnaise-Le Bocal 250g;Mayonnaise;2478;6948;3,26E+12;;1;8.316900;1.386150;6;277749;3.800000;;;;;;;;;;;
16411;Sauce provençale-Le bocal 195g;Sauce provençale;2478;6948;3,26E+12;;1;9.653400;1.608900;6;255083;5.200000;;;;;;;;;;;
