nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
PRODUITS FRAIS;Yaourt nature;-;Yaourt nature SKYR;Le pack 2 pots x 140g;LES DANONE DU MONDE;NAT; ;42210150;665208;3033491270864;5;1.3715;6.8575;1.65;8;40;8;0.00256;14;22;308;15;21;1
PRODUITS FRAIS;Ultra frais bio;-;Yaourt brassé à la Grecque;Le pot 450g;LES 300 & BIO;NAT; ;42213450;829846;3523230046886;6;1.2347;7.4082;2.9;14;31;20;0.00868;16;9;144;15;21;1
PRODUITS FRAIS;Ultra frais bio;-;Yaourt Nature 0% M.G;Le pack 4 pots x 125g;LES 300 & BIO;NAT;BIO;42213460;713040;3523230046688;6;0.7241;4.3446;3.3;7;39;27;0.007371;9;20;180;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Yaourt à la Grecque OIKOS Ananas Fruit de la Passion;Le pack 2 pots x 115g;DANONE;NAT; ;42230700;671586;3033491348617;6;1.2073;7.2438;1.6;10;27;20;0.0054;18;18;324;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Yaourt à la Grecque OIKOS Figue Pomme Canelle;Le pack 2 pots x 115g;DANONE;NAT; ;42230710;671644;3033491348501;6;1.2073;7.2438;1.6;10;27;20;0.0054;18;18;324;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Le Liégois au Yaourt lit de Fraises LA LAITIERE;Le pack 4 pots x 100g;NESTLE;NAT; ;42235700;670828;3023290013267;6;1.4346;8.6076;2.5;9;40;27;0.00972;9;17;153;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Le Liégois au Yaourt lit de Pêches LA LAITIERE;Le pack 4 pots x 100g;NESTLE;NAT; ;42235710;670927;3023290013281;6;1.4346;8.6076;2.5;9;40;27;0.00972;9;17;153;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Le Liégois au Yaourt lit de Cerises LA LAITIERE;Le pack 4 pots x 100g;NESTLE;NAT; ;42235720;670943;3023290024133;6;1.4346;8.6076;2.5;9;40;27;0.00972;9;17;153;15;21;1
PRODUITS FRAIS;Ultra frais bio;-;Yaourt brassé Abricot Pêche;Le pack 4 pots x 125g;LES 300 & BIO;NAT;BIO;42236300;570721;3523230046749;6;1.1452;6.8712;3.3;7;39;27;0.007371;9;20;180;15;21;1
PRODUITS FRAIS;Ultra frais bio;-;Yaourt brassé Mûre Myrtille;Le pack 4 pots x 125g;LES 300 & BIO;NAT;BIO;42236310;570747;3523230046725;6;1.1452;6.8712;3.3;7;39;27;0.007371;9;20;180;15;21;1
PRODUITS FRAIS;Yaourt aux fruits;Yaourt fruits lait 1/2 ecreme;Yaourts au fruits panachés Fraise/Ananas/Cerise/Pèche;le pack de 4x125g;BELLE FRANCE;BF; ;42238590;680264;3258561420486;12;0.7736;9.2832;6.5;14;40;27;0.01512;9;12;108;15;21;1
PRODUITS FRAIS;Yaourt a boire;-;Nature;Le pack 6 x 100g;ACTIMEL;NAT; ;42250090;534222;3033491460869;4;1.8083;7.2332;2.7;11;30;20;0.0066;16;16;256;16;21;1
PRODUITS FRAIS;Yaourt a boire;-;Saveur Fraise;Le pack 6 x 100g;ACTIMEL;NAT; ;42250100;534347;3033491460852;4;1.8083;7.2332;2.7;11;30;20;0.0066;16;16;256;16;21;1
PRODUITS FRAIS;Ultra frais bio;-;Crème dessert au Chocolat;Le pack 4 pots x 95g;LES 300 & BIO;NAT;BIO;42260800;756981;3523230046800;6;1.0568;6.3408;2.55;6;40;30;0.0072;8;26;208;15;21;1
PRODUITS FRAIS;Ultra frais bio;-;Crème dessert saveur Vanille;Le pack 4 pots x 95g;LES 300 & BIO;NAT;BIO;42260810;757005;3523230046824;6;1.0568;6.3408;2.55;6;40;30;0.0072;8;26;208;15;21;1
PRODUITS FRAIS;Creme fraiche;-;CREME FRAICHE 200G BURGOS CREME FRAICHE 200G  FLOR BURGOS;Le pot de 200g;FLOR DE BURGOS;NAT; ;42310900;676940;8436039431355;12;0.5673;6.8076;2.4;10;35;26;0.0091;9;14;126;40;60;1
PRODUITS FRAIS;Fromage frais;-;Fromage frais aux Fraises;Le pot 500g;ISIGNY STE MERE;NAT; ;42354600;548420;3254550047535;6;1.6167;9.7002;3.2;9;39;27;0.009477;9;16;144;15;21;1
PRODUITS FRAIS;Fromage frais;-;Fromage Frais aux Framboises;Le pot 500g;ISIGNY STE MERE;NAT; ;42354610;548446;3254550047528;6;1.6167;9.7002;3.2;9;39;27;0.009477;9;16;144;15;21;1
PRODUITS FRAIS;Fromage pate fraiche aromatisee;-;Bouchées de fromage à l'Ail et aux Fines Herbes;L'étui 100g;APERIVRAIS;NAT; ;42401960;683581;3480341000261;6;1.5799;9.4794;0.84;14;19;16;0.004256;30;10;300;16;28;1
PRODUITS FRAIS;Fromage chevre et brebis;-;Chèvre & Salade;L'étui 120g;SOIGNON;NAT; ;43361530;683540;3523230049252;8;1.4052;11.2416;1.5;10;39;25;0.00975;9;14;126;30;40;1
PRODUITS FRAIS;Fromage chevre et brebis;-;Chèvre & Salade Ail et fines herbes;L'étui 120g;SOIGNON;NAT; ;43361540;683565;3523230049238;8;1.4052;11.2416;1.5;10;39;25;0.00975;9;14;126;30;40;1
PRODUITS FRAIS;Fromage chevre et brebis;-;Fromage 100% Brebis Herbes de Provence;Le bocal 300g;SALAKIS;NAT; ;43361690;591487;3023260005872;6;2.0452;12.2712;2;11;29;20;0.00638;24;12;288;60;80;1
PRODUITS FRAIS;Fromage chevre et brebis;-;Fromage 100% Brebis - 25% de sel;La barquette 180g;SALAKIS;NAT; ;43370040;756841;3023260027751;12;1.6388;19.6656;2.8;15;23;20;0.0069;20;8;160;35;50;1
PRODUITS FRAIS;Fromage chevre et brebis;-;Dés Nature 100% Brebis;La box fraîcheur 150g;SALAKIS;NAT; ;43370460;599621;3023260030867;6;1.6841;10.1046;1.4;11;29;20;0.00638;24;12;288;30;50;1
PRODUITS FRAIS;Jus fruit;-;Pur Jus de Pomme Kiwi Concombre;La bouteille 90cl;TROPICANA;NAT; ;44900800;949941;3168930156628;6;2.1673;13.0038;5.853;24;25;16;0.0096;24;6;144;21;28;1
PRODUITS FRAIS;Jus fruit;-;"Jus de fruits ""Pulpissimo Tropical""";La bouteille de 90cl;TROPICANA;NAT; ;44900850;950444;3168930156710;6;1.8799;11.2794;5.853;24;25;16;0.0096;24;6;144;21;28;1
PRODUITS FRAIS;Fruits et legumes;Fruits & legumes bio;Pommes de terre Grenaille Spunta Bio d'Italie 28/35;Le sac de 1kg; ;NAT;BIO;45100110;531442;3700530902917;6;2.1788;13.0728;6;12;40;30;0.0144;6;12;72;0;0;1
PRODUITS FRAIS;Fruits et legumes;Pomme de terre;Pomme de Terre Europa;Le filet 2,5 kg;Cat.1, Cal.40/60;NAT; ;45101040;726406;3000165040085;6;2.9272;17.5632;15;20;60;40;0.048;8;10;80;0;0;1
PRODUITS FRAIS;Fruits et legumes;Pomme de terre;Pomme de Terre Nouvelle Lady Christelle;Le sachet 1 kilo;Cat.1;NAT; ;45102050;714584;3283322509193;12;2.3851;28.6212;12;20;60;40;0.048;8;8;64;0;0;1
PRODUITS FRAIS;4eme gamme;Crudites;Plateau Apéro Sauce fromage blanc et fines herbes;Le plateau 350g;FLORETTE;NAT; ;45200300;599704;3280220510184;4;2.5988;10.3952;1.712;13;40;30;0.0156;8;15;120;4;5;1
PRODUITS FRAIS;Fruits et legumes;Legumes;Oignon jaune de Terroir;le filet de 12; ;NAT; ;45402300;979849;3000010041182;12;1.9557;23.4684;12;20;60;40;0.048;4;10;40;0;0;1
PRODUITS FRAIS;Fruits et legumes;Fruits & legumes bio;Concombre BIO Filmé;La pièce;Cal.4/5;NAT;BIO;45500340;712521;3700323892555;12;0.8631;10.3572;2;20;60;40;0.048;8;10;80;0;0;1
PRODUITS FRAIS;4eme gamme;Salades;Salade mélangée;Le sachet 250g;EP;1P; ;45600050;900688;3258565470098;14;0.5884;8.2376;1.5;22;59;39;0.050622;5;9;45;4;5;1
PRODUITS FRAIS;4eme gamme;Salades;Salade Extra Gourmande;Le sachet 160g;BONDUELLE;NAT; ;45600240;939801;3083680590815;6;0.8894;5.3364;1.38;13;59;39;0.029913;5;14;70;5;7;1
PRODUITS FRAIS;4eme gamme;Salades;Coeur de laitue;Le sachet 160g;BONDUELLE;NAT; ;45600300;940148;3083680482196;6;0.8789;5.2734;1.25;180;50;40;0.36;4;20;80;5;6;1
PRODUITS FRAIS;4eme gamme;Salades;Mâche;Le sachet 100g;BONDUELLE;NAT; ;45600350;940122;3083680482417;6;0.7094;4.2564;0.96;11;59;39;0.025311;5;6;30;6;7;1
PRODUITS FRAIS;4eme gamme;Salades;Roquette;Le sachet 100g;BONDUELLE;NAT; ;45600370;940403;3083680482233;6;0.7936;4.7616;1;13;59;39;0.029913;5;16;80;6;7;1
PRODUITS FRAIS;4eme gamme;Salades;Feuille de chêne;Le sachet 125g;BONDUELLE;NAT; ;45600500;940528;3083680482332;6;0.8947;5.3682;1.11;11;59;39;0.025311;5;14;70;4;5;1
PRODUITS FRAIS;4eme gamme;Salades;Mélange Mâche-Roquette;Le sachet 100g;BELLE FRANCE;BF; ;45601080;955104;3258561449937;4;0.5915;2.366;0.85;11;60;40;0.0264;4;17;68;4;5;1
PRODUITS FRAIS;Charcuterie libre service;Saucissons et saucisses secs;Saucisson Fuetec Ibérico;La pièce 150g;ELPOZO;NAT; ;46220790;957340;8410843105152;10;2.0673;20.673;1.5;4;33;35;0.00462;13;17;221;45;60;1
PRODUITS FRAIS;Charcuterie libre service;Les jambons cuits;Le Jambon Zéro Nitrite;Le blister 120g;FLEURY MICHON;NAT; ;46321080;761809;3302740025136;4;1.8504;7.4016;0.7;8;39;24;0.007488;10;21;210;10;15;1
PRODUITS FRAIS;Charcuterie libre service;Les jambons cuits;Jambon Le Bon Paris à l'étouffée sans nitrite;Le blister 210g;HERTA;NAT; ;46322740;844308;7613035989566;6;2.563;15.378;1.3;6;40;24;0.00576;10;18;180;13;18;1
PRODUITS FRAIS;Charcuterie libre service;Les jambons cuits;Jambom Bio à la Broche sans nitrite;Le blister 4 tranches - 120g;HERTA;NAT;BIO;46322830;844340;7613036900836;6;3.9388;23.6328;1.3;6;40;24;0.00576;10;18;180;13;18;1
PRODUITS FRAIS;Volaille-lapin libre-service;Canard gras & confits;Confit de foie de volaille;300g;MAITRE COQ;NAT; ;46420260;880765;3230890015595;8;1.5915;12.732;2.3;9;40;30;0.0108;8;11;88;24;30;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille entiere;Poule Classe A PAC; ;MAITRE COQ;NAT; ;46511000;878041;215531000003;1;2.2251;2.2251;4.7;16;30;40;0.0192;8;10;80;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille entiere;Poulet Classe A; ;1er PRIX;1P; ;46530300;877985;215861000001;1;2.5904;2.5904;6.5;16;30;40;0.0192;8;12;96;5;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille entiere;Poulet fermier jaune d'Auvergne Label Rouge;x4; ;NAT; ;46532440;877647;220311000005;1;3.9325;3.9325;5.2;15;30;40;0.018;13;8;104;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de poulet lib.serv.;Escalopes de poulet;La barquette de 2;1er PRIX;1P; ;46540500;878801;215498000009;1;7.2397;7.2397;1.95;9;30;40;0.0108;8;11;88;10;11;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de poulet lib.serv.;4 cuisses de poulet;La barquette 1 kilo;MAITRE COQ;NAT; ;46540590;576181;3230890026553;4;2.5851;10.3404;4;16;40;30;0.0192;8;11;88;6;7;1
PRODUITS FRAIS;Volaille gamme ete;-;Morceaux choisis de Poulet recette Mexicaine;La barquette 500g;MAÎTRE COQ;NAT; ;46540700;855460;3230890795114;4;2.6136;10.4544;2;15;40;30;0.018;8;12;96;9;10;1
PRODUITS FRAIS;Volaille gamme ete;-;Spécial Fiesta! Mini brochettes, Merguez, Saucisses Cocktail;La barquette 400g;MAÎTRE COQ;NAT; ;46540710;855486;3230890001888;4;4.8577;19.4308;1.6;15;40;30;0.018;8;12;96;8;9;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;Emincés de Filet de Poulet rôti sauce Barbecue;La barquette 180g;LE GAULOIS;NAT; ;46541800;880120;3266980887391;6;2.2767;13.6602;1.2;15;40;30;0.018;8;12;96;13;14;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;Emincés de Cuisse de Poulet rôti;La barquette 180g;LE GAULOIS;NAT; ;46541810;880146;3266980134556;6;1.7904;10.7424;1.2;15;40;30;0.018;8;12;96;13;14;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de poulet lib.serv.;Ailes de poulet;x6;MAITRE COQ;NAT; ;46542030;879809;215895000008;1;3.1914;3.1914;2.74;10;40;30;0.012;8;18;144;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;Le poulet du Rôtisseur;Le sachet spécial micro-onde;MAÎTRE COQ;NAT; ;46550000;880625;215231000006;1;4.9903;4.9903;4;16;40;30;0.0192;8;10;80;9;10;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;Poulet cuit fumé au bois de hêtre;Le kilo;MAÎTRE COQ;NAT; ;46550030;880682;215015000000;1;3.7525;3.7525;5.2;16;40;30;0.0192;8;11;88;14;21;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;CoQ' Ailes Nature;Le sachet 250g;MAÎTRE COQ;NAT; ;46551130;880708;3230890016752;6;1.7683;10.6098;1.5;10;39;30;0.0117;8;20;160;12;16;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille cuite-grignotage;CoQ'Ailes Mexicain;Le sachet 250g;MAÎTRE COQ;NAT; ;46551140;880724;3230890016806;6;1.7683;10.6098;1.5;10;39;30;0.0117;8;20;160;12;16;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de lapin lib.serv.;Morceaux choisis de lapin;Le kilo;MAÎTRE COQ;NAT; ;46635220;877829;215932000008;1;6.8924;6.8924;4.14;10;30;40;0.012;8;13;104;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de lapin lib.serv.;2 cuisses de lapin sous atmosphère;Le kilo;-;NAT; ;46635320;877886;215423000005;1;9.0828;9.0828;2.87;9;30;40;0.0108;8;13;104;9;10;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille entiere;"Pintade ""Eleveurs de nos régions""";x4;MAITRE COQ;NAT; ;46662000;879205;215110000004;1;4.5314;4.5314;4.8;15;40;40;0.024;10;10;100;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de dinde lib.serv;Blanquette de dinde avec Os ;x4;MAITRE COQ;NAT; ;46671080;878504;215176000000;1;2.0104;2.0104;5.83;10;30;40;0.012;8;8;64;6;7;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de dinde lib.serv;Escalope de dinde;La barquette de 2;1er PRIX;1P; ;46671520;878884;215510000000;1;7.3292;7.3292;2.7;9;40;30;0.0108;8;8;64;10;11;1
PRODUITS FRAIS;Volaille-lapin libre-service;Decoupe de dinde lib.serv;Escalopes de dinde;La barquette de 6;1er PRIX;1P; ;46672240;879486;217978000004;1;5.8987;5.8987;3.06;15;40;30;0.018;8;13;104;6;7;1
PRODUITS FRAIS;Volaille coupe;-;Filets de dinde; ; ;NAT; ;46675000;877266;215031000008;1;6.7661;6.7661;6.33;10;30;40;0.012;8;16;128;9;11;1
PRODUITS FRAIS;Volaille-lapin libre-service;Volaille entiere;Coquelet Blanc élevé en région; ; ;NAT; ;46691000;878181;215312000000;1;3.5693;3.5693;3.17;16;30;40;0.0192;8;12;96;10;13;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;Salade de lentilles corail aux noisettes;La barquette 150g;MARTINET;NAT; ;47101500;962241;3281780892604;4;1.2483;4.9932;0.7;7;25;25;0.004375;12;10;120;9;10;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;Salade La Grecque;L'étui 280g;BONDUELLE;NAT; ;47101940;546747;3083681061178;4;1.7199;6.8796;1.4;6;38;27;0.006156;9;25;225;8;9;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;La Parisienne Jambon, Farfalles, Emmental, Oeufs, Carotte, vinaigrette;L'étui 280g;FLEURY MICHON;NAT; ;47102040;917880;3302749665029;3;2.3272;6.9816;1.2;15;39;15;0.008775;16;10;160;9;10;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;La Nordique Saumon, Pâtes, Carottes, Fèves sauce Fromage blanc Aneth;L'étui 280g;FLEURY MICHON;NAT; ;47102050;918128;3302740018060;3;2.3272;6.9816;1.2;15;39;15;0.008775;16;10;160;9;10;1
PRODUITS FRAIS;Traiteur libre service;Salades traiteur lib.serv;Carottes rapées;La barquette 180g;BONDUELLE;NAT; ;47102070;568949;3083680643542;4;0.6315;2.526;0.8;15;25;20;0.0075;8;12;96;8;9;1
PRODUITS FRAIS;Traiteur libre service;Salades traiteur lib.serv;Taboulet oriental avec fourchette;La barquette 180g;BONDUELLE;NAT; ;47102110;568964;3083681019308;4;0.8683;3.4732;0.8;15;25;20;0.0075;8;12;96;8;9;1
PRODUITS FRAIS;Traiteur libre service;Salades traiteur lib.serv;Taboulé au poulet;La barquette 180g;BONDUELLE;NAT; ;47102140;568782;3083681055306;4;0.9462;3.7848;0.8;8;25;24;0.0048;15;18;270;8;9;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;Taboulé aux baies de Goji et badiane;La barquette 140g;MARTINET;NAT; ;47102190;961904;3281780892611;4;1.2483;4.9932;0.7;7;25;25;0.004375;12;10;120;9;10;1
PRODUITS FRAIS;Traiteur libre service;Salades repas lib.serv;Salad'Bowl Touareg Semoule, pois chiche, Falafels, mousse carotte;L'étui 315g;SODEBO;NAT; ;47104890;840967;3242275003554;4;2.6609;10.6436;1.5;16;40;23;0.01472;10;9;90;5;6;1
PRODUITS FRAIS;Traiteur libre service;Sandwich;Sandwich mini-baguette thon/fromage frais;2x65g;DAUNAT;NAT; ;47108600;980128;3367651008104;6;1.0599;6.3594;1;15;40;15;0.009;16;10;160;10;11;1
