RAYON;Famille;nom_categorie;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;profondeur;Hauteur;Longueur;Largeur;NB carton/palette;Nb de cartons par couche;Nb de couche par palette;DLV Theorique;DLV Garantie;BF;BIO;nom;Conditionnement;marque;etat
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1305600;1446;3273670000428;12;1.6546;19.8562;3.75;0.0476;35;40;34;30;6;5;360;180;NAT; ;Tartine Aixoise riche en céréales sans sucres ajoutés;Le sachet 250g;ROGER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1305650;4549;3029330005810;8;1.0704;8.5639;3.07;0.024662;22;59;19;56;8;7;270;180;NAT; ;Baguettine blé tendre;Le paquet 300g;JACQUET;#N/A
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1305660;4564;3029330005834;8;1.2252;9.8018;3.07;0.024662;22;59;19;56;8;7;270;180;NAT; ;Baguettine briochée;Le paquet 300g;JACQUET;#N/A
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1305700;3806;3182180000579;12;1.1125;13.3511;3.74;0.02691;23;39;30;64;8;8;270;120;NAT; ;Les Grillettines Froment;La boîte 242g;PASQUIER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1305710;3822;3182180000630;12;1.1125;13.3511;3.74;0.02691;23;39;30;64;8;8;270;120;NAT; ;Les Grillettines Blé Complet;La boîte 242g;PASQUIER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1400670;687;3041090061646;12;1.2168;14.6016;2.98;0.017784;18;38;26;54;9;6;180;120;NAT; ;Cracotte fourrée Fraise;Le paquet 200g;LU;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1400700;83287;3421557604089;12;1.4273;17.1279;2.57;0.02184;20;39;28;40;8;5;360;120;NAT;BIO;Tartines craquantes Sarrasin;La boîte 150g;TERRES & CEREALES BIO;1
EPICERIE;PRODUITS DIÉTÉTIQUES & REPAS;PAINS & BISCOTTES;1400710;84988;3421557604072;12;1.301;15.6121;2.57;0.02184;20;39;28;40;8;5;360;120;NAT;BIO; ; ; ;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1400800;2980;3392460460409;12;0.9968;11.9617;3.76;0.0234;26;36;25;36;9;4;270;120;NAT; ;Crackers Apéritif Nature;L'étui 250g;HEUDEBERT;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS GRILLÉS;1401700;1602;3392460488809;12;0.9526;11.4312;2.19;0.022572;27;38;22;44;11;4;180;120;NAT; ;Toast brioché;Le paquet 150g;PELLETIER;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1401760;1685;3029330002765;12;0.8768;10.5217;2.04;0.01856;16;40;29;104;8;13;60;30;NAT; ;Les Mini Toasts Nature;L'étui 255g;JACQUET;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS GRILLÉS;1401800;1669;3392460488816;12;1.0073;12.088;2.49;0.022572;27;38;22;44;11;4;180;126;NAT; ; ; ; ;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1401810;3905;3273670000312;16;1.3346;21.3551;2.99;0.04212;26;60;27;42;6;7;330;120;NAT; ;Mini-toasts Aixois grillés aux céréales;Le sachet 150g;ROGER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1401820;3921;3273670001494;14;1.4946;20.9256;3.4;0.0468;26;60;30;28;4;7;330;120;NAT; ;Baguette tranchés grillée;Le sachet 200g;ROGER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1401850;4028;3273670003412;16;1.6883;27.0139;3.8;0.03456;24;60;24;48;6;8;360;120;NAT; ;Bruschetta grillé à l'huile d'olive;Le paquet 150g;ROGER;#N/A
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402000;2501;7300400481571;12;1.1199;13.4395;3.5;0.018759;13;39;37;48;6;8;180;130;NAT; ;Léger WASA;Le paquet 270g;-;1
EPICERIE;PRODUITS DIÉTÉTIQUES & REPAS;PAINS & BISCOTTES;1402100;2527;3175681037885;12;1.2704;15.2458;2.6;0.01904;14;40;34;60;6;10;300;120;NAT;BIO;Tartines craquantes Multicéréales Riz, Sarrasin & Quinoa;La boîte 145g;CEREAL BIO;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402300;2626;7300400481595;12;1.142;13.7048;3.6;0.01728;12;40;36;48;6;8;180;130;NAT; ;Authentique WASA;Le paquet 275g;-;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402320;2642;7300400481588;12;1.1199;13.4395;3;0.013572;12;39;29;64;8;8;180;130;NAT; ;Fibres WASA;Le paquet 230g;-;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402550;3129;3017760619899;12;1.0126;12.1512;4;0.0225;25;36;25;36;9;4;240;120;NAT; ;Crackers Apéritif Blé Complet;L'étui 250g;HEUDEBERT;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402600;2105;3226980004006;8;1.381;11.048;8.6;0.065968;28;62;38;56;8;7;360;240;NAT; ; ; ; ;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402650;2147;3226980003009;16;1.1178;17.8857;6.1;0.034048;28;38;32;48;8;6;300;210;NAT; ; ; ; ;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1402660;2386;3226980002019;16;1.0336;16.5384;4;0.030969;27;37;31;48;8;6;180;90;NAT;BIO; ; ; ;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1402920;2287;3041090061615;12;1.1989;14.3869;2.98;0.017784;18;38;26;54;9;6;180;90;NAT; ;Cracotte fourrée Chocolat;Le paquet 200g;LU;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1403000;2204;3041090063114;12;1.1441;13.7301;4.4;0.0378;35;40;27;27;9;3;190;90;NAT; ;Cracotte au Froment;Le paquet 250g;LU;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1403100;2220;3041090063152;12;1.3273;15.9279;4.4;0.0364;35;40;26;27;9;3;220;120;NAT; ;Cracotte Gourmande Recette biscuitée;Le paquet 250g;LU;1
EPICERIE;BISCOTTES ET ASSIMILES;LES TARTINES;1403120;2246;3041090063206;12;1.3473;16.1679;4.2;0.0378;35;40;27;27;9;3;210;120;NAT; ;Cracotte Céréales complètes;Le paquet 250g;LU;1
EPICERIE;POTAGES;LES CROUTONS;1403400;2329;3258561010366;16;0.2378;3.8062;1.4;0.01334;20;29;23;117;13;9;240;120;BF; ;Croûtons nature;Le sachet 90g;BELLE FRANCE;1
EPICERIE;POTAGES;LES CROUTONS;1403410;2345;3258561010380;16;0.2378;3.8062;1.4;0.01224;17;30;24;117;13;9;240;120;BF; ;Croûtons goût ail;Le sachet 90g;BELLE FRANCE;1
EPICERIE;POTAGES;LES CROUTONS;1403420;2360;3258561010403;16;0.2378;3.8062;1.4;0.010005;15;29;23;117;13;9;240;120;BF; ;Croûtons goût fromage;Le sachet 90g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;-;1404980;3269;3760077534859;15;0.9483;14.2258;3;0.021866;29;29;26;84;12;7;300;120;NAT; ;Grissini nature;L'étui 125g;ARTESANI;#N/A
EPICERIE;BISCUITS APERITIFS;-;1404990;3285;3760077535979;15;0.9483;14.2258;3;0.021866;29;29;26;84;12;7;300;120;NAT; ;Grissini au Sésame;L'étui 125g;ARTESANI;#N/A
EPICERIE;BISCUITS APERITIFS;-;1405000;3244;3760077535986;12;0.9483;11.3807;3;0.021866;29;29;26;84;12;7;300;120;NAT; ;Grissini au Romarin;L'étui 125g;ARTESANI;#N/A
EPICERIE;BISCUITS APERITIFS;-;1405010;2964;8076809529631;25;0.5368;13.4206;4.3;0.02;20;40;25;21;7;3;160;100;NAT; ; ; ; ;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1406000;4200;4000446001018;12;1.1547;13.8564;6.3;0.009152;16;26;22;90;15;6;180;120;NAT; ;Pain noir Pumpernickel;L'étui 500g;MESTEMACHER;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1406040;4226;4000446001735;12;1.2704;15.2458;6.3;0.012597;17;39;19;96;12;8;180;120;NAT; ;Pain complet aux trois céréales;L'étui 500g;MESTEMACHER;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1406050;4267;4000446001742;12;1.2704;15.2458;6;0.013338;18;39;19;84;12;7;180;120;NAT; ;Pain complet aux graines de tournesol;L'étui 500g;MESTAMACHER;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1406060;4283;4000446001759;12;1.3525;16.231;6;0.013338;18;39;19;84;12;7;180;120;NAT; ;Pain complet spécial au Muesli;L'étui 500g;MESTAMACHER;1
EPICERIE;PAIN LONGUE CONSERVATION;LE PAIN DE MIE;1406080;4242;4000446001728;12;1.2725;15.2711;6.3;0.011934;17;39;18;96;12;8;180;120;NAT; ;Pain complet de seigle;L'étui 500g;MESTAMACHER;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1406290;4085;4033634022519;10;1.6315;16.3153;2.1;0.00952;17;28;20;80;16;5;180;120;NAT; ;Pain Croustillant au Fromage et graines de Courge;La boîte 150g;DR KARG'S;1
EPICERIE;BISCOTTES ET ASSIMILES;LES PAINS AZYMES ET CRACKERS DE TABLE;1406300;3962;4033634022694;10;1.5641;15.6416;2.1;0.00952;17;28;20;80;16;5;180;120;NAT; ;Pain Croustillant aux 5 Céréales Complètes;La boîte 150g;DR.KARG'S;1
EPICERIE;PRODUITS DIÉTÉTIQUES & REPAS;PAINS & BISCOTTES;1406310;3988;4033634022076;10;1.7746;17.7468;2.1;0.00952;17;28;20;80;16;5;180;120;NAT;BIO;Pain Croustillant BIO à l'épeautre et aux Graines;La boîte 150g;DR.KARG'S;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101200;11148;3258561010281;12;1.3231;15.8774;2.82;0.0152;20;38;20;108;12;9;180;120;BF;BIO;Crackers aux 3 graines Le Réflexe BIO;Le sachet 200g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101210;11189;3258561010298;12;1.5062;18.0752;2.82;0.0152;20;38;20;108;12;9;180;120;BF;BIO;Crackers Emmental & graines Le Réflexe BIO;Le sachet 200g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101300;11106;3258561011233;12;0.502;6.025;1.1;0.00912;15;32;19;168;14;12;270;120;BF; ; ; ; ;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101310;11122;3258561011288;12;0.5494;6.5934;1.1;0.00912;15;32;19;168;14;12;300;120;BF; ; ; ; ;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101330;11346;3258561011301;12;0.6462;7.7555;0.92;0.009728;16;19;32;168;14;12;210;120;BF; ;Mini choux goût chevre poivre;L'étui 60g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101340;31328;7614800107000;12;1.0925;13.1111;1.5;0.0182;20;35;26;81;9;9;270;120;NAT;BIO;Apéricrips BIO;Le sachet 100g;KAMBLY;#N/A
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101350;12443;7610058207738;12;1.2789;15.3469;1.96;0.01674;20;31;27;88;11;8;270;120;NAT; ;Les Ficelles au fromage, aux lardons et aux légumes;Le paquet 100g;KAMBLY;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101360;12468;7610058207714;12;1.2789;15.3469;1.96;0.017577;21;31;27;88;11;8;270;120;NAT; ;Les Ficelles aux olives vertes et noires;Le paquet 100g;KAMBLY;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101400;11247;7610216112003;14;0.8252;11.5533;1.5;0.0182;20;35;26;81;9;9;270;120;NAT; ;Apéricrips BIO;Le sachet 100g;KAMBLY;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101410;11262;7610216312007;14;0.8252;11.5533;1.3;0.01638;21;30;26;88;11;8;210;120;NAT; ;Feuillety's au fromage;L'étui 75g;KAMBLY;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2101447;505347;7622210652515;24;0.9957;23.8982;3.96;0.0416;26;40;40;24;6;4;270;120;NAT; ;Les Croustilles aux Cacahuètes;Le sachet 138g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101520;133009;3017760276191;24;0.7441;17.8605;2.91;0.01449;21;30;23;65;13;5;180;90;NAT; ;TUC Sésame;Le paquet 100g;LU;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101550;11643;3258561011103;12;0.6705;8.046;2.09;0.01584;22;30;24;104;13;8;210;120;BF; ;Flûtes au sésame croquantes;Le paquet 125g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101560;11825;3258563010241;12;0.7726;9.2712;1.83;0.01512;21;30;24;117;13;9;210;120;BF; ;Mini flûtes feuilletées au fromage;Le paquet 100g;LES DELICES DE BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101570;11841;3258563010265;12;0.7062;8.4755;1.83;0.01512;21;30;24;117;13;9;210;90;BF; ;Mini flûtes feuilletées salées;Le paquet 100g;LES DELICES DE BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101600;13003;5410041001204;24;0.5673;13.6164;2.91;0.01449;21;30;23;65;13;5;270;120;NAT; ;TUC Original;Le paquet 100g;LU;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101620;13946;5410041143508;24;0.7441;17.8605;2.91;0.015246;21;33;22;65;13;5;180;120;NAT; ;TUC goût bacon;Le paquet 100g;LU;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101640;15461;7622300571351;24;0.7441;17.8605;2.91;0.015246;21;33;22;65;13;5;240;120;NAT; ;TUC goût fromage;Le paquet 100g;LU;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2101680;8748;7622300818821;24;0.781;18.7446;2.91;0.01449;21;30;23;65;13;5;240;120;NAT; ;TUC Crispy Original;Le paquet 100g;LU;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2101700;15586;3245550078964;10;1.021;10.2102;1.2;0.019656;21;24;39;50;10;5;210;120;NAT; ;Snack poppé à base de soja et pomme de terre saveur sel & poivre;Le sachet 85g;TOO GOOD;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2101710;15602;3245550078674;10;1.021;10.2102;1.2;0.019656;21;24;39;50;10;5;210;120;NAT; ;Snack poppé à base de soja et pomme de terre saveur barbecue;Le sachet 85g;TOO GOOD;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2101730;15982;3245550080585;10;1.1273;11.2733;1.2;0.019656;21;39;24;50;10;5;180;150;NAT; ;Snack poppé aux légumes Le Veggie;Le sachet 85g;TOO GOOD;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2101740;16006;3245550078933;10;1.021;10.2102;1.2;0.019656;21;39;24;50;10;5;210;120;NAT; ;Snack poppé Soja & pomme de terre Saveur fromage;Le sachet 85g;TOO GOOD;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2102250;7609;3017760667791;6;1.6188;9.7133;1.7;0.01536;12;40;32;54;6;9;240;120;NAT; ;La Box Monaco à l'emmental;La boîte 205g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2102260;7682;3017760667890;6;1.661;9.966;1.7;0.01536;12;40;32;54;6;9;240;120;NAT; ;La Box Best-Of;La boîte 205g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2102300;7187;3056440085197;16;0.5641;9.0271;2.31;0.0168;14;40;30;56;8;7;180;120;NAT; ;Snacky extra-fins;La boîte 100g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2102400;7146;3017760459594;8;2.3999;19.1994;5.96;0.050622;33;59;26;27;9;3;210;120;NAT; ;Assortiment Monaco/Minizza/Triangolini/Best of;La boîte 380g;BELIN RECEPTION;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2102490;8680;7622210998095;16;0.7736;12.3785;2.19;0.01638;14;39;30;56;8;7;240;120;NAT; ;Monaco à l'emmental;La boîte 100g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2103900;7625;3017760790192;16;0.5084;8.1344;2.18;0.00828;15;24;23;56;8;7;180;120;NAT; ;Crackers;La boîte 100g;RITZ;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2104100;7708;3056440083599;16;0.6178;9.886;2.31;0.018;15;40;30;56;8;7;180;120;NAT; ;Triangolini au sésame;La boîte 100g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2104350;787648;3168930010517;12;1.0641;12.7701;1.7;0.034;34;40;25;27;9;3;180;120;NAT; ;MIX Goût Salé;Le sachet 110g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2104360;787663;3168930010524;12;1.0641;12.7701;1.7;0.034;34;40;25;27;9;3;180;120;NAT; ;MIX Goût Fromage;Le sachet 110g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2104600;7963;3056440083193;12;0.7368;8.8418;1.51;0.02112;22;40;24;50;10;5;180;90;NAT; ;Chipsters l'Original;La boîte 75g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2104950;8102;3056440038391;16;0.7989;12.7827;2.06;0.01638;14;39;30;56;8;7;180;120;NAT; ;Feuilleté à l'emmental;La boîte 85g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2104980;8144;3056440083995;16;0.7389;11.8228;2.32;0.015834;14;39;29;56;8;7;180;90;NAT; ;Minizza Tomates et Herbes de Provence;La boîte 85g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2105327;505420;7622210652478;24;0.9957;23.8982;3.96;0.0416;26;40;40;24;6;4;270;120;NAT; ;Les Croustilles Goût Emmental;Le sachet 138g;BELIN;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2105700;15867;8710398602039;20;0.4189;8.3787;1.3;0.0216;18;40;30;80;8;10;120;90;NAT; ;DORITOS goût fromage;Le sachet 44g;-;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106570;45062;3106130040705;18;1.142;20.5572;1.69;0.01632;16;34;30;48;8;6;240;120;NAT; ;Crêpes dentelles Fourrées Cheddar & Saveur Noix;L'étui 60g;GAVOTTES;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106610;33282;3760122961937;9;1.6041;14.4374;1.02;0.011154;11;39;26;90;9;10;270;120;NAT; ;Sablés apéritif au Beaufort AOP et pointe de poivre;Le sachet 100g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106620;33308;3760122961821;9;1.6041;14.4374;1.33;0.011154;11;39;26;90;9;10;270;120;NAT; ;Sablés apéritif au Parmigiano Reggiano et graines de moutarde;Le sachet 120g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106630;33845;3760122965546;9;1.6041;14.4374;1.33;0.011154;11;39;26;90;9;10;270;120;NAT; ;Sablés apéritif brebis, tomates et piment d'Espelette;Le sachet 120g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106740;15263;3061994430003;15;0.501;7.5155;2;0.0264;22;40;30;40;8;5;180;120;NAT; ;Fritelle goût bacon;Le sachet 80g;BENENUTS;#N/A
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106757;787622;3168930001171;20;0.9273;18.5468;3.36;0.0624;26;60;40;16;4;4;150;120;NAT; ;Fritelle Goût Nature;Le sachet 150g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106807;785766;3168930007159;20;1.0568;21.1362;3.36;0.0624;26;60;40;16;4;4;180;120;NAT; ;3D'S Goût Fromage;Le sachet 150g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106817;499244;3168930007142;20;1.0568;21.1362;3.36;0.0624;26;60;40;16;4;4;180;120;NAT; ;3D'S Goût Nature;Le sachet 150g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106820;15164;3168930000983;15;0.6252;9.3786;1.62;0.0252;21;40;30;40;8;5;180;120;NAT; ;Biscuits apéritifs 3D's Bugles goût bacon;Le sachet 85g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106830;15123;3168930001911;15;0.6252;9.3786;2;0.0252;21;40;30;40;8;5;180;90;NAT; ;Biscuits apéritifs 3D's Bugles goût cacahuète;Le sachet 85g;BENENUTS;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106880;15388;3168930009184;9;1.1873;10.6859;1.89;0.0312;26;40;30;32;8;4;180;120;NAT; ;DORITOS Nature;Le sachet 170g;-;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106890;15222;3168930009214;9;1.1873;10.6859;1.89;0.0312;26;40;30;32;8;4;180;120;NAT; ;DORITOS goût Barbecue Style;Le sachet 170g;-;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106900;15149;3168930009207;9;1.1873;10.6859;1.89;0.0312;26;40;30;32;8;4;180;120;NAT; ;DORITOS Sweet Chili Pepper;Le sachet 170g;-;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106910;15180;3168930009191;9;1.1873;10.6859;1.89;0.0312;26;40;30;32;8;4;180;120;NAT; ;DORITOS Nacho Cheese;Le sachet 170g;-;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106960;33589;3760122964457;12;1.3125;15.7511;1.17;0.02262;20;39;29;40;5;8;240;120;NAT; ;Petites pitas à l'huile d'olive pointe de sel;Le sachet 90g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2106980;30486;3760122961883;9;1.6041;14.4374;1.01;0.008892;9;38;26;81;9;9;270;120;NAT; ;33 petits beurre apéritif au gorgonzola et aux noix;Le sachet 100g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2106990;16063;3258561011066;15;0.8862;13.2943;3.33;0.021888;24;38;24;40;10;4;180;120;BF; ;Tuiles Goût épicé;Le tube 170g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107000;15321;3258561011202;15;0.8862;13.2943;3.51;0.0234;24;39;25;40;10;4;180;90;BF; ;Tuiles goût Salé;Le paquet 170g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107010;15347;3258561011110;15;0.8862;13.2943;3.51;0.0234;24;39;25;40;10;4;180;90;BF; ;Tuiles goût Paprika;Le paquet 170g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107020;15362;3258561011189;15;0.8862;13.2943;3.51;0.0234;24;39;25;40;10;4;180;120;BF; ;Tuiles goût Bacon;Le paquet 170g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107030;15669;3258561011073;15;0.8862;13.2943;3.33;0.021888;24;38;24;40;10;4;180;120;BF; ;Tuiles goût Crème Oignon;Le paquet 170g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107040;46821;3258561011264;16;0.5168;8.2692;1.88;0.0168;14;40;30;64;8;8;180;120;BF; ;Crackers pizza;Le paquet 85g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107050;46128;3258561011226;16;0.4273;6.8376;2.11;0.0168;14;40;30;64;8;8;180;120;BF; ;Crackers Triangle;La boîte 100g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107060;46706;3258561011240;16;0.5326;8.5218;2.11;0.0168;14;40;30;64;8;8;180;120;BF; ;Crackers Emmental;Le paquet 100g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107070;46722;3258561011318;16;0.5041;8.0671;1.89;0.0168;14;40;30;64;8;8;180;120;BF; ; ; ; ;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107100;45989;8712996700544;10;1.5052;15.0521;1.9;0.012;20;30;20;128;16;8;300;120;NAT; ;Wasabi Mix Crackers de Riz légèrement Epicé;Le paquet 150g;MITSUBA;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107110;45963;8712996700551;10;1.5052;15.0521;1.9;0.012;20;30;20;128;16;8;300;120;NAT; ;Yoshino Mix Cacahuètes Enrobées Doux;Le paquet 150g;MITSUBA;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107120;33860;3760122961876;9;1.6041;14.4374;1.01;0.008892;9;38;26;81;9;9;270;120;NAT; ;33 Petits Beurre apéritif au Comté et au poivre noir de Madagascar;Le sachet 100g;MICHEL ET AUGUSTIN;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107150;47027;3609200005890;12;1.1115;13.3385;0.84;0.014784;22;28;24;84;12;7;180;120;NAT; ;Rice Crackers sel & vinaigre;Le sachet 70g;N.A!;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107160;47043;3609200005616;12;1.1115;13.3385;0.84;0.014784;22;28;24;84;12;7;180;120;NAT; ;Rice Crackers sel & vinaigre;Le sachet 70g;N.A!;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107400;523860;3258561011622;9;0.4736;4.263;0.98;0.01872;18;40;26;54;9;6;240;120;BF; ;Diablotins Goût jambon fromage;Le sachet 80g;BELLE FRANCE;1
EPICERIE;BISCUITS APERITIFS;LES BISCUITS SALÉS ET CRACKERS;2107410;523829;3258561011059;12;0.8641;10.3702;4.1;0.025974;27;26;37;27;9;3;240;120;BF; ; ; ; ;1
EPICERIE;BISCUITS APERITIFS;LES EXTRUDES;2107420;523787;3258561011615;9;0.4652;4.1872;0.98;0.01872;18;40;26;54;9;6;240;120;BF; ;SNACK ENFANT SALE 80G  BF; ; ;1
