nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz à la Méditerranéenne;Le sachet micro-ondable 250g;UNCLE BENS;NAT; ;12321640;187344;3487400002099;12;1.0957;13.1484;3.4;20;28;20;0.011;16;4;64;300;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz Citron et Romarin;Le sachet micro-ondable 250g;UNCLE BEN'S;NAT; ;12322470;187567;5010034522206;12;1.0957;13.1484;3.3;19;28;20;0.011;16;4;64;360;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz Cantonais;Le sachet micro-ondable 250g;UNCLE BENS;NAT; ;12321680;187369;3487400002112;12;1.1168;13.4016;3.4;20;28;20;0.011;16;4;64;360;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz Paëlla;Le sachet micro-ondable 250g;UNCLE BEN'S;NAT; ;12700000;46862;3487400002075;12;1.1315;13.578;3.4;25;28;20;0.014;16;4;64;298;120;1
EPICERIE;Féculents;Les purées;Purée nature  ;La boite 125 g;BELLE FRANCE;BF; ;10317500;167007;3258561100296;21;0.3978;8.3538;3.3;19;40;29;0.022;8;9;72;240;120;1
EPICERIE;Féculents;Les purées;Purée Mousline;Le paquet 125g;MAGGI;NAT; ;10310100;166108;7613034898197;16;0.622;9.952;1.5;17;23;28;0.011;14;6;84;270;120;1
EPICERIE;Féculents;Les purées;Purée de pommes de terre en flocon;Le paquet 375g;BELLE FRANCE;BF; ;10317510;166983;3258561100333;12;0.9062;10.8744;5.26;19;41;30;0.023;8;9;72;240;120;1
EPICERIE;Féculents;Les purées;Mousline trandresse de lait;Le pack 4 x 31,25g;MAGGI;NAT; ;10316200;166884;7613035147287;10;0.9789;9.789;2;15;28;24;0.01;14;7;98;290;120;1
EPICERIE;Féculents;Les purées;Purée Mousline saveur à l'ancienne;Le paquet 125g;MAGGI;NAT; ;10310300;166124;7613035147492;10;1.021;10.21;1.9;15;28;24;0.01;14;7;98;300;120;1
EPICERIE;Féculents;Les purées;Puree flocons pommes terre  ;Le pack 4 x 125 g;ÉCOPRIX;1P; ;10317800;165720;3258565100292;12;1.0536;12.6432;6.86;19;41;30;0.023;8;9;72;240;90;1
EPICERIE;Féculents;Les purées;Purée au lait  ;Le pack 3 x 125 g;BELLE FRANCE;BF; ;10317810;165787;3258561100340;12;1.1052;13.2624;5.26;21;41;30;0.026;8;9;72;240;120;1
EPICERIE;Féculents;Les purées;Purée à la crème et à la muscade;Le paquet 375g;BELLE FRANCE;BF; ;10317520;167023;3258561100371;12;1.1157;13.3884;5.26;19;41;30;0.023;8;9;72;210;90;1
EPICERIE;Féculents;Les purées;Purée de pommes de terre en flocons Bio;L'étui 2x125g;BELLE FRANCE;BF;BIO;10317530;165803;3258561100272;14;1.5125;21.175;4.15;19;41;29;0.023;8;5;40;300;180;1
EPICERIE;Féculents;Les purées;Purée Mousline en sachet;Le paquet 520g;MAGGI;NAT; ;10310210;166223;7613035149489;14;1.762;24.668;9.9;27;40;38;0.041;6;4;24;360;120;1
EPICERIE;Féculents;Les purées;Purée Mousline au lait entier;La boîte 375g;MAGGI;NAT; ;10316100;166843;7613034246707;14;1.7736;24.8304;5;22;40;38;0.033;6;5;30;270;120;1
EPICERIE;Féculents;Les purées;Mousline saveur à l'ancienne emmental;La boite 160g;MAGGI;NAT; ;10316210;166868;3033710069897;16;1.8083;28.9328;3.4;19;39;28;0.021;8;5;40;300;120;1
EPICERIE;Féculents;Les purées;Purée Mousline Céréales, Potiron & Pommes de Terre;Le paquet 2 x 1200g;MAGGI;NAT; ;10310400;166900;7613035976740;10;1.9083;19.083;2.6;20;28;25;0.014;12;5;60;360;120;1
EPICERIE;Féculents;Les purées;Purée Saveur à l'Ancienne Mousline;L'étui 4 sachets x 125g;MAGGI;NAT; ;10316230;166942;7613035597440;14;2.3472;32.8608;6.2;26;39;38;0.039;6;4;24;300;120;1
EPICERIE;Féculents;Les riz du monde;Riz long Thaï;Le paquet 500g;BELLE FRANCE;BF; ;12312200;185785;3258561120553;14;0.6831;9.5634;7.1;13;39;19;0.01;12;10;120;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz long Basmati;Le paquet 500g;BELLE FRANCE;BF; ;12312180;185769;3258561120522;14;0.8052;11.2728;7.1;13;39;19;0.01;12;10;120;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz long Basmati;Le paquet 500g;BELLE FRANCE;NAT; ;12312190;186023;3258561120546;14;0.822;11.508;7.1;13;39;19;0.01;12;6;72;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz parfumé thai;Le paquet 1kg;SANS MARQUE;1P; ;12323000;186908;8000024410061;10;1.1389;11.389;10.5;19;30;25;0.014;12;7;84;360;120;1
EPICERIE;Féculents;Les riz du monde;Le Riz Parfumé Le Délicat;Le sachet 500g;TAUREAU AILE;NAT; ;12323160;187641;3038359001734;12;1.1873;14.2476;6.2;15;35;16;0.008;17;6;102;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz Thaï;Le sachet 450g;TAUREAU AILE;NAT; ;12322410;187468;3038359003974;10;1.3883;13.883;4.8;19;32;17;0.01;17;5;85;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz Le Thaï du Plateau de L'I-San;L'étui 500g;TAUREAU AILE;NAT; ;12321820;187609;3038359007231;12;1.4789;17.7468;6.2;15;34;16;0.008;17;6;102;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz basmati pur himalaya ;Le paquet 500g;TAUREAU AILE;NAT; ;12322290;187906;3038354592305;12;1.4989;17.9868;6.2;15;34;16;0.008;17;6;102;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz basmati ;Le paquet 1kg;;1P; ;12323020;186924;8000024410016;10;1.5041;15.041;10.5;19;30;25;0.014;12;7;84;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz basmati selection 10 minutes ;La boite 450g;LUSTUCRU;NAT; ;12323130;187062;3038354534008;16;1.5157;24.2512;7;18;38;25;0.017;9;5;45;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz long Basmati;Le paquet 1kg;BELLE FRANCE;NAT; ;12312170;185900;3258561120539;10;1.5715;15.715;10.3;17;40;22;0.015;10;8;80;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz Le Basmati du Penjab;Le sachet 500g;TAUREAU AILE;NAT; ;12321830;187625;3038359007217;12;1.6925;20.31;6.2;15;34;16;0.008;17;6;102;360;120;1
EPICERIE;Féculents;Les riz du monde;Le Basmati Bio;L'étui 500g;TAUREAU AILE;NAT;BIO;12321790;187922;3038359005343;12;1.7852;21.4224;6.3;15;26;24;0.009;15;6;90;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz Noir VENERE;L'étui 500g;GALLO;NAT; ;12700360;315226;8001420002782;12;2.1367;25.6404;6.6;16;26;21;0.009;15;8;120;360;120;1
EPICERIE;Féculents;Les riz du monde;Riz Long Grain 10 Minutes;L'étui 5 sachets x 200g;UNCLE BEN'S;NAT; ;12321590;187385;5410673000910;12;2.1641;25.9692;14.6;18;32;30;0.017;8;7;56;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Blé précuit 10 mn;Le paquet 500g;BELLE FRANCE;BF; ;10405270;165365;3258561100548;8;0.6662;5.3296;3.4;15;20;16;0.005;24;8;192;240;120;1
EPICERIE;Féculents;Quinoa & céréales;Polenta 5 min;Le paquet 500g;TIPIAK;NAT; ;10502100;163881;3165440004845;12;0.7536;9.0432;6.6;20;38;18;0.014;12;7;84;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Boulgour Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;10401900;181289;3258561100517;10;0.9726;9.726;5.1;13;30;16;0.006;17;11;187;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Tendres Perles Blé;L'étui 2 sachets cuisson x 175g;TIPIAK;NAT; ;10403990;164103;3600900006972;12;1.0578;12.6936;4.9;20;38;19;0.014;12;7;84;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Boulgour tradition ;Le paquet 500g;TIPIAK;NAT; ;10401850;165506;3165440007525;12;1.0862;13.0344;6.6;17;29;20;0.01;16;7;112;360;252;1
EPICERIE;Féculents;Quinoa & céréales;Blé précuit cuisson 10 minutes;L'étui 500g;EBLY;NAT; ;10405200;165209;3487400000392;14;1.1178;15.6492;7.7;18;38;29;0.02;8;9;72;300;120;1
EPICERIE;Féculents;Quinoa & céréales;Céréales méditeranéennes avec une pointe de persillade;L'étui 400g;TIPIAK;NAT; ;10404060;164046;3165440008935;12;1.4431;17.3172;5;21;38;19;0.015;12;7;84;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Quinoa Facile;La boîte 2 sachets cuisson x 150g;LUSTUCRU;NAT; ;12204250;165423;3038359003202;12;1.5094;18.1128;4.5;20;35;25;0.018;10;8;80;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Quinoa Facile Duo de Quinoa, Blé, Lentilles;L'étui 300g;LUSTUCRU;NAT; ;12204260;165548;3038359004452;12;1.6515;19.818;4.5;20;35;26;0.018;15;8;120;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Quinoa gourmand;L'étui 400g;TIPIAK;NAT; ;10404040;164061;3600900011037;12;1.8388;22.0656;6.6;17;29;20;0.01;16;7;112;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Quinoa blanc;L'étui 2 sachets x 120g;TIPIAK;NAT; ;10404030;164087;3600900010771;12;1.8525;22.23;3.5;20;38;19;0.014;12;7;84;360;120;1
EPICERIE;Féculents;Quinoa & céréales;Quinoa blanc Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;10404020;181321;3258561100524;10;2.1073;21.073;5.1;13;30;16;0.006;17;11;187;360;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;Boisson au citron jaune;La bouteille 25cl;SICILIA;NAT;;30601900;608281;76106583;12;0.7705;9.246;3.6;18;41;14;0.01;13;9;117;300;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;Boisson au citron vert;La bouteille 25cl;SICILIA;NAT;;30601910;608307;76106729;12;0.7705;9.246;3.6;18;41;14;0.01;13;9;117;300;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;L2 X12,5CL CITR.VERT SICI;CITRON VERT LOT2X12,5CL;SICILIA;NAT;;30602010;608042;76106323;12;0.8841;10.6092;3.6;18;41;14;0.01;13;9;117;300;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;L2X12,5CL CITRON SICILIA;CITRON JAUNE LOTX212,5CL; SICILIA;NAT;;30602060;608265;76106309;12;0.8841;10.6092;3.6;18;41;14;0.01;13;9;117;300;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;Pur jus de citron origine Sicile;La bouteille 25cl;JARDIN BIO';NAT; ;30602100;608489;3456300002492;12;1.2578;15.0936;4.5;19;23;18;0.008;21;7;147;300;120;1
EPICERIE;Huiles & vinaigres;Citron concentré;Pur jus de citron vert;La bouteille 25cl;JARDIN BIO';NAT;BIO;30602110;564302;3478820088879;12;1.3073;15.6876;4.5;19;23;18;0.008;21;9;189;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Vierge Extra;La bouteille 25cl;CARAPELLI;NAT; ;17302670;307587;8002470023031;12;1.522;18.264;5.2;17;23;17;0.007;22;7;154;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Vierge Extra BIO;La bouteille 25cl;CARAPELLI;NAT;BIO;17302680;307983;8002470023123;12;1.8936;22.7232;5.2;17;23;17;0.007;19;7;133;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'olive vierge extra;La bouteille 50cl;BELLE FRANCE;BF; ;17301880;306548;3258561170145;12;2.1304;25.5648;10.5;28;23;19;0.012;21;4;84;360;180;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'olive vierge extra;La bouteille 50cl;PUGET;NAT; ;17301700;306209;3178050000725;12;3.362;40.344;6;23;32;24;0.018;12;7;84;270;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'olive vierge extra BIO;La bouteille 75cl;BELLE FRANCE;BF;BIO;17301950;307728;3258561170183;6;3.5851;21.5106;7.3;30;21;14;0.009;27;5;135;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Vierge Extra;La bouteille 75cl;CARAPELLI;NAT; ;17302690;312587;8002470027961;8;4.1577;33.2616;9.2;26;31;15;0.012;17;5;85;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Vierge Extra VIVACE;La bouteille 75cl;CARAPELLI;NAT; ;17301680;306720;8002470023079;8;4.2093;33.6744;9.6;27;31;16;0.013;17;5;85;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Il Rustico Non Filtrée;La bouteille 50cl;CARAPELLI;NAT;BIO;17302640;306746;8002470024823;6;4.3809;26.2854;5.5;23;23;16;0.008;25;6;150;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Il Centenario;La bouteille 50cl;CARAPELLI;NAT; ;17302630;312686;8002470028005;6;4.6209;27.7254;5.5;22;23;15;0.008;25;6;150;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'olive vierge extra Classico BIO;La bouteille 75cl;CARAPELLI;NAT;BIO;17302700;312702;8002470023727;8;4.9682;39.7456;9.6;26;33;16;0.014;14;5;70;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive vierge extra BIO Vivace;La bouteille 75cl;CARAPELLI;NAT;BIO;17302540;306688;8002470023147;8;5.0377;40.3016;9.6;26;33;17;0.015;14;5;70;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive vierge extra BIO Délicato;La bouteille 75cl;CARAPELLI;NAT;BIO;17302620;306704;8002470023154;8;5.0377;40.3016;9.6;26;33;17;0.015;14;5;70;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Vierge extra L'Authentique;La bouteille 1 litre;CAUVIN;NAT; ;17301850;306605;3336590082018;6;5.0945;30.567;9;31;25;17;0.013;19;5;95;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'Olive Frantolio;La bouteille 1L;CARAPELLI;NAT; ;17302710;312728;8002470023161;12;5.1966;62.3592;16.6;28;36;27;0.027;9;5;45;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles d'olives;Huile d'olive vierge extra;La bouteille 1 litre;PUGET;NAT; ;17301800;306266;3178050000749;12;6.0208;72.2496;17.2;28;40;30;0.034;8;6;48;330;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de tournesol ;La bouteille 1L;LOU MAS ;1P; ;17404000;304261;3075711374020;15;1.0462;15.693;14;28;42;25;0.029;9;6;54;300;210;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de tournesol;La bouteille 1L;BELLE FRANCE;BF; ;17404010;304287;3258561141022;15;1.062;15.93;14.75;28;41;25;0.029;9;6;54;330;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de colza ;La bouteille 1L;LOU MAS ;1P; ;17400100;303107;3075711331061;15;1.0747;16.1205;14.8;28;41;25;0.029;9;6;54;240;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de colza;La bouteille 1 litre;BELLE FRANCE;BF; ;17404020;304188;3258561141060;15;1.0894;16.341;14.6;28;41;26;0.03;9;6;54;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile mélange 4 huiles végétales;La bouteille 1 litre;BELLE FRANCE;BF; ;17403200;305284;3258561141091;15;1.1715;17.5725;15;27;43;25;0.029;9;6;54;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de friture;La bouteille 1 litre;BELLE FRANCE;BF; ;17201520;304246;3258561141084;15;1.1989;17.9835;15.5;28;42;25;0.029;9;6;54;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile d'arachide ;La bouteille 1L;BELLE FRANCE;BF; ;17201510;304220;3258561141046;15;1.6346;24.519;14.6;28;41;26;0.03;9;6;54;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile Coeur de Tournesol;La bouteille 1 litre;LESIEUR;NAT; ;17403000;305706;3265471024086;15;1.7725;26.5875;19;28;41;25;0.029;9;6;54;300;90;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile Fleur de Colza;La bouteille 1 litre;LESIEUR;NAT; ;17403750;305466;3265474573000;16;1.8094;28.9504;14.8;27;39;28;0.029;8;6;48;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de friture frial ;La bouteille 1L;LESIEUR;NAT; ;17201100;306167;3265479327011;16;1.8504;29.6064;18;28;38;28;0.03;8;6;48;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de Tournesol Vierge Le Réflexe BIO;La bouteille 75cl;BELLE FRANCE;BF;BIO;17403320;306761;3258561141152;6;1.9115;11.469;6.8;29;21;14;0.009;27;5;135;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile Colza Bio;La bouteille 75cl;BELLE FRANCE;BF;BIO;17400010;306787;3258561141176;6;2.0704;12.4224;6.8;29;21;14;0.009;27;5;135;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de tournesol;La bouteille 1 litre;FRUIT D'OR;NAT; ;17403600;305409;3265479328018;16;2.3178;37.0848;14.8;27;39;28;0.029;8;6;48;180;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile ISIO 4;Le lot 2 bouteilles x 1 litre;LESIEUR;NAT; ;17403550;305847;3265474000018;15;2.3641;35.4615;19.7;28;42;33;0.039;6;6;36;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile d'arachide;La bouteille 1 litre;LESIEUR;NAT; ;17200100;303909;3265472020056;15;2.8672;43.008;14.3;28;41;25;0.029;9;6;54;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile de tournesol;Le bidon 5 litres;LE MAS;1P; ;17403990;304303;3075711380083;4;5.2293;20.9172;19;30;39;26;0.03;9;4;36;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles en bouteilles plastique;Huile Omega 3 et  6 ;La bouteille 3L;FRUIT D'OR;NAT; ;17403650;305383;3265479355007;6;6.184;37.104;19.4;33;36;30;0.036;8;5;40;240;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile pimentée pour Pizza Grillade et pâtes;La bouteille 25cl;CAUVIN;NAT; ;17400380;307009;3336590101221;8;1.1315;9.052;4;23;20;10;0.005;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile de Noix Riche en Oméga 3;La bouteille 25cl;CAUVIN;NAT; ;17400350;306621;3336590104260;8;1.8683;14.9464;4;27;20;10;0.005;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile de Sésame grillé;La bouteille 25cl;CAUVIN;NAT; ;17400370;307025;3336590106561;8;1.8746;14.9968;4;23;20;10;0.005;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile d'olive arôme Basilic Bio;La bouteille 25cl;CAUVIN;NAT;BIO;17300390;306985;3336590101245;8;1.9725;15.78;4;23;20;10;0.005;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile de Noisette;La bouteille 25cl;CAUVIN;NAT; ;17400360;307041;3336590105267;8;2.2304;17.8432;4;23;20;10;0.005;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile de Lin Bio;La bouteille 25cl;CAUVIN;NAT;BIO;17400410;307223;3336590103256;8;2.2957;18.3656;1.8;23;12;8;0.002;35;6;210;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile Vierge de Coco;Le bocal 200ml;JARDIN BIO;NAT;BIO;17403250;499707;3760020508425;12;2.402;28.824;4.4;10;29;22;0.006;14;18;252;360;240;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile Spéciale Fondue;La bouteille 1 litre;CAUVIN;NAT; ;17403080;306662;3336590100538;6;2.4504;14.7024;8.5;29;27;18;0.014;19;5;95;300;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile de Pépins de Raisin;La bouteille 75cl;CAUVIN;NAT; ;17400420;307249;3336590020751;12;2.4809;29.7708;14;28;33;25;0.023;10;5;50;360;120;1
EPICERIE;Huiles & vinaigres;Les huiles spéciales;Huile d'Argan grillé Bio;La bouteille 25cl;CAUVIN;NAT;BIO;17400400;306969;3336590101252;8;6.6271;53.0168;4;23;20;10;0.005;1;1;1;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre d'alcool coloré Vinajol 6dg;La bouteille 1 litre;;1P; ;18100260;311480;3170591602062;12;0.3052;3.6624;16.4;26;41;25;0.027;12;5;60;0;0;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre d'alcool cristal Vinajol 7dg;La bouteille 1,5 litres;;1P; ;18100600;310508;3170591080310;12;0.4736;5.6832;19.2;33;36;27;0.032;9;5;45;0;0;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de vin;la bouteille 100cl;;1P; ;18200360;311589;3170592602368;15;0.5263;7.8945;16.3;26;41;26;0.028;12;5;60;0;0;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de Vin Rouge Français;La bouteille 25cl;AMORA;NAT; ;18301080;244285;8711200460441;6;0.6084;3.6504;2.8;21;20;13;0.005;36;5;180;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de Cidre Français;La bouteille 25cl;AMORA;NAT; ;18301090;244327;8712423011731;6;0.6094;3.6564;2.8;21;20;13;0.005;36;5;180;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre d'alcool au jus de citron;La bouteille 75cl;BELLE FRANCE;BF; ;18100620;310524;3258561180052;6;0.7252;4.3512;7.2;26;25;17;0.011;20;5;100;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de vin rouge  ;La bouteille 75cl;BELLE FRANCE;BF; ;18200100;312561;3258561180151;6;0.7641;4.5846;6.2;27;27;17;0.012;20;5;100;360;240;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de vin aromatisé à l'échalote;La bouteille 75cl;BELLE FRANCE;BF; ;18300130;312660;3258561180175;6;0.7747;4.6482;7.2;26;26;17;0.011;20;5;100;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de vin au jus de framboise  ;la bouteille 50cl;LES DÉLICES DE BELLE FRANCE;BF; ;18300170;311928;3258561180250;6;0.9441;5.6646;5.4;27;22;14;0.008;29;4;116;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de Cidre BIO;La bouteille 50cl;BELLE FRANCE;BF;BIO;18300090;312645;3258561180137;6;1.0631;6.3786;5.6;28;20;13;0.007;26;5;130;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre Balsamique de Modène IGP;La bouteille 25cl;LES DÉLICES DE BELLE FRANCE;BF; ;18300000;310680;3258563180357;6;1.1294;6.7764;3.5;23;22;17;0.009;49;6;294;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre balsamique ;la bouteille 50cl;LES DÉLICES DE BELLE FRANCE;BF; ;18300150;311886;3258561180236;6;1.1757;7.0542;5.4;27;22;14;0.008;29;4;116;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de xeres  ;la bouteille 50cl;LES DÉLICES DE BELLE FRANCE;BF; ;18300160;311902;3258561180212;6;1.1757;7.0542;5.4;27;22;14;0.008;29;4;116;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de Vin Français aromatisé à l'échalote;La bouteille 60cl;AMORA;NAT; ;18301100;244269;8711200451722;6;1.2168;7.3008;5.5;26;25;17;0.011;19;4;76;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de vin aromasé noix;la bouteille 50cl;MAILLE;NAT; ;18201010;310821;3036810230341;6;1.2789;7.6734;5.4;30;22;16;0.011;29;3;87;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de cidre;La bouteille 50cl;MAILLE;NAT; ;18304050;312520;3036810230860;6;1.3641;8.1846;5.4;30;22;16;0.011;29;3;87;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de Vin rouge;La bouteille 50cl;MAILLE;NAT; ;18304070;244244;3250540232677;6;1.5125;9.075;5.4;29;15;22;0.01;29;3;87;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre de framboise ;la bouteille 50cl;MAILLE;NAT; ;18302000;310748;3036810230440;6;1.9167;11.5002;5.8;29;23;16;0.011;29;3;87;300;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre Balsamique de Modena;La bouteille 50cl;MONARI FEDERZONI;NAT; ;18304500;310763;8003185005855;12;2.1315;25.578;6.2;23;16;23;0.008;25;6;150;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Vinaigre Balsamique de Modène;La bouteille 50cl;MAILLE;NAT; ;18302040;310623;8712100441639;6;2.6483;15.8898;5.8;29;22;14;0.009;19;3;57;360;120;1
EPICERIE;Huiles & vinaigres;Les vinaigres;Velours de Balsamique;La bouteille 25cl;MAILLE;NAT; ;18302050;310706;8722700197508;6;2.6557;15.9342;3.2;22;12;8;0.002;43;5;215;360;120;1
