nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
EPICERIE;Féculents;Le riz;Riz Basmati Blanc Le Reflexe BIO;Le paquet 500g;BELLE FRANCE;BF;BIO;12322120;185926;3258561120393;6;1.221;7.326;3.3;19;24;18;0.008;21;5;105;360;120;1
EPICERIE;Féculents;Le riz;Riz Basmati long semi-complet Bio;Le Sachet 500g;BELLE FRANCE;BF;BIO;12322130;185942;3258561120409;6;1.2504;7.5024;3.2;19;24;18;0.008;21;5;105;360;120;1
EPICERIE;Féculents;Le riz;Riz Thaï semi complet Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;12322140;185983;3258561120508;6;1.3199;7.9194;3.2;19;24;18;0.008;21;5;105;360;120;1
EPICERIE;Féculents;Le riz;Riz Long Grain Cuisson 10min;Le paquet 1 kilo;UNCLE BEN'S;NAT; ;12321550;187401;5410673000866;12;2.162;25.944;14.6;30;32;30;0.029;16;5;80;360;120;1
EPICERIE;Féculents;Les légumes secs;Pois cassés  ;Le paquet 500g;BELLE FRANCE;BF; ;12204300;181669;3258561119113;10;0.5305;5.305;5;10;32;21;0.007;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Lentilles vertes;Le paquet 500g;BELLE FRANCE;BF; ;12204340;181743;3258561119014;10;0.6631;6.631;5.2;14;32;15;0.007;17;11;187;360;120;1
EPICERIE;Féculents;Les légumes secs;Lentilles vertes de France;La boîte 500g;BELLE FRANCE;BF; ;12204370;182188;3258561119038;10;0.6778;6.778;5.2;16;29;14;0.006;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Pois chiches  ;Le paquet 500g;BELLE FRANCE;BF; ;12204310;181685;3258561119151;10;0.6968;6.968;5.2;16;29;14;0.006;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Lentilles blondes;Le paquet 500g;BELLE FRANCE;BF; ;12204350;182006;3258561119052;10;0.7894;7.894;5;12;31;21;0.008;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Lingots blancs;Le paquet 500g;BELLE FRANCE;BF; ;12204320;181701;3258561119076;10;0.902;9.02;5.2;16;29;14;0.006;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Haricots rouges;Le paquet 500g;BELLE FRANCE;BF; ;12204330;181727;3258561119090;10;0.9294;9.294;5.2;16;29;14;0.006;20;8;160;360;120;1
EPICERIE;Féculents;Les légumes secs;Lentilles faciles Vertes;La boîte 300g;LUSTUCRU;NAT; ;12200080;165407;3038359004865;12;1.1504;13.8048;4.5;20;35;25;0.018;10;8;80;300;120;1
EPICERIE;Féculents;Les légumes secs;Lentille Verte du Puy;La boîte 500g;LES DÉLICES DE BELLE FRANCE;BF; ;12200010;181263;3258563120315;10;2.3641;23.641;5.2;15;29;14;0.006;20;8;160;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Coquillettes;Le paquet 500g;BARILLA;NAT;;11206130;168708;8076808140325;12;0.6789;8.1468;6.5;20;34;19;0.013;14;6;84;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Spaghettoni n°7 ;Le paquet 500g;BARILLA;NAT; ;11105090;169326;8076808150072;25;0.6789;16.9725;13.2;28;36;17;0.017;14;4;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Spaghetti;Le lot 3 paquets x 500g;BARILLA;NAT; ;11105100;169029;8076800195057;25;0.6789;16.9725;12.5;30;31;26;0.024;14;4;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Capellini ;Le paquet 500g;BARILLA;NAT; ;11105140;169060;8076800195019;25;0.6789;16.9725;12.5;29;37;17;0.018;14;4;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Farfaline ;Le paquet 500g;BARILLA;NAT; ;11105440;169185;8076804765591;15;0.6789;10.1835;7.5;17;40;27;0.018;9;6;54;540;330;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Macarono long ;Le paquet 500g;BARILLA;NAT; ;11105450;169243;8076800315103;24;0.6789;16.2936;12.5;30;31;26;0.024;8;4;32;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Macaroni;Le paquet 500g;BARILLA;NAT; ;11206150;168740;8076808050440;15;0.6789;10.1835;8.3;19;40;27;0.021;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Farfalle;Le paquet 500g;BARILLA;NAT; ;11105160;169086;8076808060654;15;0.6799;10.1985;8;19;40;41;0.031;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Penne Rigate;Le paquet 500g;BARILLA;NAT; ;11105180;169102;8076802085738;15;0.6799;10.1985;7.54;17;40;41;0.028;6;6;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Pipe Rigate;Le paquet 500g;BARILLA;NAT; ;11105220;169144;8076802085912;15;0.6799;10.1985;8;19;40;41;0.031;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Girandole Torsades;Le lot 3 paquets x 500g;BARILLA;NAT; ;11206140;168724;8076809512268;15;0.6799;10.1985;7.5;20;40;40;0.032;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Mini Penne Rigate Piccolini;La boîte 500g;BARILLA;NAT; ;11105170;169268;8076809521581;18;0.6936;12.4848;10.2;18;40;40;0.029;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Cannelloni;Le paquet 250g;BARILLA;NAT; ;11206240;169284;8076808070882;12;0.6978;8.3736;4.2;23;46;26;0.028;7;4;28;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Spaghetti Intégrale;Le paquet 500g;BARILLA;NAT; ;11105110;169169;8076809529419;20;0.7157;14.314;10.6;29;29;18;0.015;18;4;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Farfalle blé complet ;Le paquet 500g;BARILLA;NAT; ;11105190;169128;8076809532440;15;0.7168;10.752;10.1;25;40;40;0.04;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Linguine ;Le paquet 500g;BARILLA;NAT; ;11206250;169342;8076809523509;25;0.7726;19.315;13.2;28;36;17;0.017;14;4;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Tagliatelle Collezione;La boîte 500g;BARILLA;NAT; ;11206000;168823;8076808201293;12;1.1704;14.0448;7.6;24;57;37;0.051;4;4;16;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires étui;Pâtes à lasagnes;Le paquet 500g;BARILLA;NAT; ;11206100;169201;8076800376999;15;1.2578;18.867;6.8;19;39;30;0.022;8;5;40;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Coquillettes;Le paquet 500g;BELLE FRANCE;BF; ;11103110;172023;3258561110127;20;0.321;6.42;10.28;15;40;27;0.016;8;12;96;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Macaroni;Le paquet 500g;BELLE FRANCE;BF; ;11103100;172007;3258561110219;16;0.3252;5.2032;2;15;37;23;0.013;9;13;117;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Spaghetti;Le paquet 500g;BELLE FRANCE;BF; ;11103140;172080;3258561110271;24;0.3252;7.8048;6;28;30;19;0.016;18;4;72;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Torsades;Le paquet 500g;BELLE FRANCE;BF; ;11103150;172106;3258561110424;16;0.3252;5.2032;6.2;17;37;23;0.014;8;8;64;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes étoiles ;Le paquet 500g;BELLE FRANCE;BF; ;11101250;171124;3258561110318;20;0.3273;6.546;10.2;13;40;27;0.014;12;9;108;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes alphabets;Le paquet 500g;BELLE FRANCE;BF; ;11102010;170423;3258561110035;20;0.3273;6.546;10.2;13;40;27;0.014;12;9;108;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes cheveux d'ange;Le paquet 500g;BELLE FRANCE;BF; ;11103120;172049;3258561110066;16;0.3326;5.3216;6;16;37;23;0.014;8;10;80;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Nouilles;Le paquet 500g;BELLE FRANCE;BF; ;11103130;172064;3258561110240;12;0.3326;3.9912;6;17;37;23;0.014;8;13;104;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Penne Rigate;Le paquet 500g;BELLE FRANCE;BF; ;11103260;172163;3258561110394;12;0.3326;3.9912;6;19;37;23;0.016;8;11;88;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes coudes rayés;Le paquet 500g;BELLE FRANCE;BF; ;11103280;172205;3258561110189;16;0.3326;5.3216;6;17;37;23;0.014;8;9;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes gansettes;Le paquet 500g;BELLE FRANCE;BF; ;11103170;172122;3258561110523;12;0.3578;4.2936;6;19;37;23;0.016;8;11;88;360;300;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Farfalle;Le paquet 500g;BELLE FRANCE;BF; ;11103250;172148;3258561110493;10;0.3578;3.578;6;19;37;23;0.016;8;11;88;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Coquillette Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;11103010;172445;3258561109046;16;0.501;8.016;10.3;13;35;24;0.011;8;12;96;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Spaguetti Le Réflexe BIO;La sachet 500g;BELLE FRANCE;BF;BIO;11103030;172403;3258561109084;24;0.501;12.024;12.4;29;30;18;0.016;18;4;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Torsade Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;11103040;172429;3258561109022;16;0.501;8.016;6.3;15;37;23;0.013;8;8;64;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Penne Le Réflexe BIO;Le sachet 500g;BELLE FRANCE;BF;BIO;11103020;172387;3258561109060;12;0.5041;6.0492;6.3;18;37;23;0.015;8;11;88;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes tagliatelle  ;Le paquet 500g;BELLE FRANCE;BF; ;11101260;171140;3258561110608;8;0.5778;4.6224;4.8;27;40;30;0.032;8;4;32;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Spaghetti;Le paquet 500g;PANZANI;NAT; ;11101000;170027;3038350015006;12;0.6505;7.806;6.2;11;26;22;0.006;15;8;120;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Macaroni;Le paquet 500g;PANZANI;NAT; ;11101200;170084;3038350013101;12;0.6505;7.806;6.4;17;35;24;0.014;11;6;66;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Torti;Le paquet 500g;PANZANI;NAT; ;11101800;170324;3038350013606;12;0.6505;7.806;6.8;18;40;26;0.019;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Coquillettes;Le paquet 500g;PANZANI;NAT; ;11102300;170522;3038350013002;12;0.6505;7.806;6.2;18;30;20;0.011;13;6;78;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes Linguine;Le sachet 500g;PANZANI;NAT; ;11100750;171363;3038359006890;24;0.6589;15.8136;12.3;13;40;28;0.015;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes Tortiglioni;Le sachet 500g;PANZANI;NAT; ;11100760;171389;3038359006876;12;0.6599;7.9188;6.5;20;40;30;0.024;8;5;40;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Spaghetti plat;Le paquet 500g;PANZANI;NAT; ;11102650;170944;3038350208613;12;0.6726;8.0712;12.5;13;40;28;0.015;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Capellini;Le paquet 500g;PANZANI;NAT; ;11202560;173385;3038350205001;24;0.6726;16.1424;13;13;40;27;0.014;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Farfalle;Le paquet 500g;PANZANI;NAT; ;11102670;170985;3038350259806;12;0.6736;8.0832;6.2;18;43;34;0.026;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Penne Rigate;Le paquet 500g;PANZANI;NAT; ;11102680;171009;3038350013804;12;0.6736;8.0832;6.4;17;42;34;0.024;6;6;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes à lasagnes sans pré-cuisson;Le paquet 500g;BELLE FRANCE;BF; ;11103300;172262;3258561110554;12;0.6957;8.3484;7;20;40;30;0.024;12;8;96;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Nouilles fines ;Le paquet 500g;PANZANI;NAT; ;11102630;170761;3038350013200;12;0.7062;8.4744;6.1;20;40;26;0.021;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes cheveux d'ange;Le paquet 500g;PANZANI;NAT; ;11102200;170480;3038350011305;12;0.7441;8.9292;6.1;19;36;27;0.018;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Farfalle Qualité Pâte Fraîche;Le sachet 400g;PANZANI;NAT; ;11100710;171181;3038359003288;8;0.7789;6.2312;3.6;26;39;26;0.026;9;4;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Gansette ;Le paquet 500g;PANZANI;NAT; ;11101500;170209;3038350014603;12;0.7852;9.4224;6;25;39;27;0.026;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pâtes coudes rayés;Le paquet 500g;PANZANI;NAT; ;11101700;170282;3038350013507;12;0.7862;9.4344;3;20;40;25;0.02;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;"Spaghetti ""Les 3 minutes""";Le paquet 500g;PANZANI;NAT; ;11101030;170068;3038350335005;24;0.8041;19.2984;6;13;40;28;0.015;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;"Torti ""Les 3 minutes""";Le paquet 500g;PANZANI;NAT; ;11101830;170381;3038350333605;12;0.8041;9.6492;2;20;50;30;0.03;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;"Coquillettes ""Les 3 minutes""";Le sachet 500g;PANZANI;NAT; ;11102320;170548;3038350333001;12;0.8041;9.6492;3.1;24;25;21;0.013;13;6;78;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Pates alphabet ;Le paquet 500g;PANZANI;NAT; ;11102600;170704;3038350010209;12;0.8683;10.4196;6.1;15;33;21;0.01;13;6;78;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Torti epinard et tomate ;Le paquet 500g;PANZANI;NAT; ;11202500;173302;3038350103604;12;0.8683;10.4196;5.5;30;42;18;0.023;6;6;36;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Penne Garganelli Qualité Pâte Fraîche;Le sachet 400g;PANZANI;NAT; ;11102910;171249;3038359005671;12;0.8883;10.6596;5.2;20;39;23;0.018;10;5;50;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Tagliatelle Qualité Pâte Fraîche;Le sachet 400g;PANZANI;NAT; ;11100700;171165;3038359003295;8;0.9578;7.6624;3.6;26;39;26;0.026;9;4;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Tagliatelle;Le paquet 500g;PANZANI;NAT; ;11102660;170969;3038350054203;12;1.0157;12.1884;10.4;30;60;24;0.043;6;4;24;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet 500g;Lasagnes ;Le paquet 500g;PANZANI;NAT; ;11102710;170621;3038353020106;12;1.2378;14.8536;6.6;20;40;20;0.016;12;5;60;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Coquillettes;Le paquet 1kg;BELLE FRANCE;BF; ;11103210;172221;3258561110158;10;0.6326;6.326;6;14;37;23;0.012;8;11;88;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Spaghetti;Le paquet 1kg;BELLE FRANCE;BF; ;11103240;172288;3258561110301;12;0.6326;7.5912;6;28;22;12;0.007;18;4;72;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Torsades;Le paquet 1kg;BELLE FRANCE;BF; ;11101360;170001;3258561110431;8;0.6431;5.1448;6;24;33;21;0.017;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Pâtes cheveux d'ange;Le paquet 1kg;BELLE FRANCE;BF; ;11103220;172247;3258561110097;10;0.6536;6.536;5;23;33;21;0.016;8;8;64;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Coquillete;Le paquet 1kg;TOSCA;1P; ;11100600;176586;5410028240398;12;0.7389;8.8668;12.4;24;39;29;0.027;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Macaroni ;Le paquet 1kg;TOSCA;1P; ;11100610;176602;5410028240428;10;0.7389;7.389;10.4;26;39;29;0.029;8;7;56;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Spaghetti long ;Le paquet 1kg;TOSCA;1P; ;11100620;176628;5410028240121;14;0.7389;10.3446;14.6;22;27;27;0.016;12;6;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Coquillettes ;Le paquet 1kg;PANZANI;NAT; ;11102620;170746;3038350023001;12;1.1683;14.0196;6.1;17;35;22;0.013;9;5;45;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires sachet kilo;Spaghetti;Le paquet 1kg;PANZANI;NAT; ;11102640;170787;3038350025005;6;1.1683;7.0098;6.2;12;26;20;0.006;16;7;112;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Spaghetti cuisson rapide 3 min;Le paquet 500g;BELLE FRANCE;BF; ;11101310;170126;3258561110738;24;0.3347;8.0328;6.2;32;37;23;0.027;18;4;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Torsades cuisson rapide 3 min;Le paquet 500g;BELLE FRANCE;BF; ;11101330;170167;3258561110806;12;0.3347;4.0164;6.2;14;37;23;0.012;8;8;64;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Coquillettes cuisson rapide 3 min;Le paquet 500g;BELLE FRANCE;BF; ;11101350;170043;3258561110769;12;0.3347;4.0164;6.1;13;37;23;0.011;8;9;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pates alsace nids fins 2 mm aux oeufs  ;Le paquet 250g;LES DÉLICES DE BELLE FRANCE;BF; ;11206990;169300;3258563110071;10;0.5947;5.947;2.6;22;40;26;0.023;10;9;90;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes d'Alsace Nids;Le paquet 250g;BELLE FRANCE;BF; ;11207000;171504;3258563110095;10;0.5947;5.947;2.6;22;39;24;0.021;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Nids large;Le paquet 250g;BELLE FRANCE;BF; ;11207020;171520;3258563110118;10;0.5947;5.947;2.6;22;39;26;0.022;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes d'Alsace spaghetti;Le paquet 250g;BELLE FRANCE;BF; ;11207040;171546;3258563110156;20;0.5947;11.894;5.2;12;29;26;0.009;12;8;96;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Torsades;Le paquet 250g;BELLE FRANCE;BF; ;11207060;171561;3258563110170;14;0.5947;8.3258;3.7;22;39;27;0.023;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Coquillettes;Le paquet 250g;BELLE FRANCE;BF; ;11207080;171587;3258563110019;21;0.5947;12.4887;5.2;22;40;25;0.022;10;9;90;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes papillons;Le paquet 250g;BELLE FRANCE;BF; ;11207100;171603;3258563110132;12;0.5947;7.1364;3.2;22;39;29;0.025;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pates alsace coquilles aux oeufs  st 250 g;Le paquet 250g;LES DÉLICES DE BELLE FRANCE;BF; ;11207140;171645;3258563110033;14;0.5947;8.3258;3.6;22;39;26;0.022;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Macaroni;Le paquet 250g;BELLE FRANCE;BF; ;11207160;171660;3258563110057;21;0.5947;12.4887;5.3;22;39;26;0.022;10;9;90;360;252;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pates alsace penne aux oeufs  ;Le paquet 250g;LES DÉLICES DE BELLE FRANCE;BF; ;11207170;171769;3258563110194;14;0.5947;8.3258;3.8;22;30;20;0.013;10;9;90;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Spaetzle aux Œufs;Le sachet de 250g;LES DÉLICES DE BELLE FRANCE;BF; ;11207180;171785;3258563110217;10;0.5947;5.947;3;20;40;20;0.016;10;9;90;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Tagliatelles aux oeufs frais Le Réflexe BIO;Le sachet 250g;BELLE FRANCE;BF;BIO;11207110;169482;3258561110905;15;0.6673;10.0095;4;22;40;30;0.026;8;8;64;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;"Serpentini ""Les 3 minutes""";La sachet 500g;PANZANI;NAT; ;11100210;171223;3038350330802;6;0.8052;4.8312;3.1;16;36;21;0.012;12;6;72;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;"Farfalle ""Les 3 minutes""";Le sachet 500g;PANZANI;NAT; ;11100220;171207;3038350339805;12;0.8052;9.6624;6.1;20;30;12;0.007;6;5;30;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Casarecce Selezione Al Bronzo;Le sachet 500g;PANZANI;NAT; ;11100190;173427;3038359007477;12;0.8526;10.2312;6.4;21;38;25;0.02;9;4;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Fusilli Bucati Selezione Al Bronzo;Le sachet 500g;PANZANI;NAT; ;11100200;173443;3038359007507;12;0.8526;10.2312;6.5;26;40;29;0.03;8;4;32;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;"Pâtes Cuisson ""3 Minuti Al dente"" Penne Rigate";L'étui 500g;BARILLA;NAT; ;11105200;168765;8076809572217;15;0.8947;13.4205;8;17;40;40;0.027;6;6;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Rigatoni n°24;Le sachet 500g;DE CECCO;NAT;;11101400;171405;8001250120243;24;1.0094;24.2256;13.1;38;54;28;0.057;6;3;18;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Conchiglioni rigati n°126;Le sachet 500g;DE CECCO;NAT;;11101410;171421;8001250120502;24;1.0094;24.2256;12.1;38;54;28;0.057;6;3;18;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Casareccia n°88;Le sachet 500g;DE CECCO;NAT;;11101420;171447;8001250120885;24;1.0094;24.2256;12.01;30;51;24;0.037;7;3;21;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâte Penne Rigate N°41;Le sachet 500g;DE CECCO;NAT; ;11100320;170886;8001250120410;24;1.0094;24.2256;13;31;51;24;0.038;7;3;21;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâte Spaghetti N°12;Le sachet 500g;DE CECCO;NAT; ;11100340;170928;8001250120120;24;1.0094;24.2256;12.5;26;30;18;0.014;17;4;68;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâte Fusili N°34;Le sachet 500g;DE CECCO;NAT; ;11100350;171264;8001250120342;24;1.0094;24.2256;13.01;33;55;25;0.045;6;3;18;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâte Linguine N°7;Le sachet 500g;DE CECCO;NAT; ;11100370;171306;8001250120076;24;1.0094;24.2256;12.5;28;30;18;0.015;17;4;68;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâte Farfalle N°93;Le sachet 500g;DE CECCO;NAT; ;11100300;170845;8001250120939;24;1.1336;27.2064;13.1;35;54;25;0.047;6;3;18;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Orecchiette n°91;Le sachet 500g;DE CECCO;NAT; ;11100330;170902;8001250120915;24;1.1336;27.2064;13;29;51;24;0.035;7;3;21;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Conchiglie Tricolore BIO;Le sachet 500g;SACLA;NAT;BIO;11202650;173328;8001060030978;12;1.2368;14.8416;6.2;18;56;26;0.026;6;6;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Eliche Tricolore BIO;Le sachet 500g;SACLA;NAT;BIO;11202660;173401;8001060025011;12;1.2368;14.8416;6.2;18;56;26;0.026;6;6;36;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Tortellini fromage ;Le paquet 250g;BARILLA;NAT; ;11501600;179606;8076809500289;10;1.2862;12.862;3.3;15;40;20;0.012;12;6;72;150;90;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Tortellini jambon fromage ;Le paquet 250g;BARILLA;NAT; ;11501610;179705;8076808890015;10;1.2862;12.862;3.3;15;40;19;0.011;12;6;72;150;90;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Calamarata n°129;Le sachet 500g;DE CECCO;NAT; ;11100360;171280;8001250121295;12;1.3283;15.9396;7.2;27;52;39;0.055;4;4;16;360;120;1
EPICERIE;Féculents;Les pâtes alimentaires spécialité;Pâtes Orecchiette n°91;Le sachet 500g;DE CECCO;NAT; ;11100390;171348;8001250121264;12;1.3283;15.9396;13;29;51;24;0.035;7;3;21;360;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz Long grain;Le sachet micro-ondable 250g;UNCLE BEN'S;NAT; ;12321000;187229;5010034514003;12;0.9283;11.1396;3.4;19;28;19;0.01;16;4;64;300;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Blé cuisiné pour micro onde ;Le paquet 220g;EBLY;NAT; ;10405260;165340;5010034950009;12;0.9431;11.3172;3.4;23;28;19;0.012;16;4;64;360;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz express Basmati 2 min;Le paquet 250g;UNCLE BEN'S;NAT; ;12321010;187245;3487400002136;12;0.9936;11.9232;7;19;28;20;0.011;16;4;64;300;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Mélange de 5 Céréales au Curry;Le sachet micro-ondable 220g;UNCLE BEN'S;NAT; ;12322460;47142;5010034005099;6;1.0515;6.309;3.4;19;28;20;0.011;16;4;64;360;120;1
EPICERIE;Féculents;Les pochons pâtes & riz micro-ondables;Riz Tomate et Huile d'Olive;Le sachet micro-ondable 250g;UNCLE BEN'S;NAT; ;12320200;184028;3487400010018;12;1.0957;13.1484;3.4;20;28;20;0.011;16;4;64;300;120;1
