reference;Unite par carton;prix_unite;prix_final;weight;volume;NB carton/palette;DLV Theorique;DLV Garantie
497800;6;3.5493;21.2958;0.685;0.00798;209;0;0
497784;6;3.5493;21.2958;0.685;0.00798;209;0;0
755124;10;1.2083;12.083;0.292;0.002925;480;0;0
755280;10;1.2568;12.568;1.061;0.00798;209;0;0
567487;10;2.0073;20.073;0.685;0.00798;209;0;0
627729;6;2.3041;13.8246;0.828;0.00798;220;0;0
754242;20;0.4905;9.81;1.8;0.010465;392;360;252
754200;10;0.4905;4.905;1.1;0.00483;448;0;0
754267;10;0.6652;6.652;2.4;0.001794;420;360;252
754283;10;1.0357;10.357;3.2;0.002688;264;360;252
754309;10;0.5884;5.884;0.6;0.00165;42;360;252
754325;10;0.9052;9.052;2.2;0.00384;330;0;0
564807;12;1.622;19.464;2.237;0.002304;315;0;0
564781;12;1.5357;18.4284;0.654;0.001344;528;0;0
564765;12;1.622;19.464;3.613;0.003456;231;0;0
564740;12;1.5357;18.4284;1.75;0.002254;416;0;0
564724;12;1.5073;18.0876;1.344;0.001632;574;0;0
564708;24;1.5073;36.1752;2.577;0.00266;320;0;0
564682;24;1.0862;26.0688;2.347;0.002254;336;0;0
564666;12;1.0862;13.0344;0.654;0.000975;858;0;0
753145;10;1.5441;15.441;3.613;0.003456;231;0;0
753129;10;1.5441;15.441;1.75;0.002254;416;0;0
753244;10;1.9988;19.988;0.654;0.000975;858;0;0
753228;10;1.5441;15.441;0.654;0.001344;528;0;0
753269;20;1.9988;39.976;2.347;0.002254;336;0;0
752907;20;1.5441;30.882;2.577;0.00266;320;0;0
752923;10;1.5441;15.441;1.734;0.000936;308;0;0
756445;12;1.3746;16.4952;8.4;0.026013;56;0;0
756460;10;2.6083;26.083;10.6;0.021294;56;0;0
542282;6;1.5041;9.0246;3.5;0.0135;144;0;0
509521;6;1.1989;7.1934;3.5;0.0135;144;0;0
757161;10;1.5399;15.399;9;0.0252;56;0;0
757203;10;0.8241;8.241;2.3;0.0055;168;0;0
757260;12;0.8789;10.5468;3;0.005225;209;0;0
757286;12;0.8789;10.5468;3;0.005225;209;0;0
757302;12;0.8789;10.5468;3;0.005225;209;0;0
757328;6;1.0304;6.1824;4.91;0.009984;140;0;0
757369;6;1.0304;6.1824;4.91;0.009984;80;0;0
757849;10;2.1473;21.473;9;0.019778;72;0;0
757963;10;2.1788;21.788;6;0.03125;80;0;0
757922;4;3.282;13.128;2.69;0.00425;168;0;0
818286;6;0.5557;3.3342;2.83;0.005148;273;0;0
818302;6;0.5557;3.3342;2.83;0.00504;273;0;0
818344;6;0.4936;2.9616;1.71;0.00306;450;0;0
818385;6;0.4936;2.9616;1.71;0.00306;450;0;0
818484;6;0.562;3.372;2.784;0.00429;273;0;0
818104;12;0.9115;10.938;8.6;0.011492;84;0;0
818500;6;0.4936;2.9616;1.757;0.002688;450;0;0
818526;6;0.4936;2.9616;1.762;0.003315;336;0;0
547562;6;2.0273;12.1638;1.5;0.00304;212;0;0
547547;6;2.0273;12.1638;1.5;0.00304;212;0;0
547521;6;2.0273;12.1638;1.5;0.00304;212;0;0
818146;12;0.9115;10.938;4;0.01056;84;0;0
818187;12;0.9115;10.938;5.8;0.011492;84;0;0
818443;12;0.9115;10.938;2.5;0.012;84;0;0
819144;12;1.4631;17.5572;5.8;0.010962;80;0;0
819185;12;1.4631;17.5572;5;0.0126;80;0;0
819367;12;2.5367;30.4404;3.54;0.00702;130;0;0
821389;6;3.8062;22.8372;5.06;0.008448;84;0;0
821405;6;3.8062;22.8372;4.95;0.008448;84;0;0
819466;12;1.4862;17.8344;3.49;0.007038;192;0;0
811562;12;1.4862;17.8344;3.49;0.00782;192;0;0
811588;12;1.4862;17.8344;3.49;0.007452;192;0;0
819441;12;1.4862;17.8344;3.49;0.008993;192;0;0
819581;12;2.5367;30.4404;3.01;0.02394;130;0;0
820126;12;1.9894;23.8728;3.1;0.00704;104;0;0
820084;12;1.9894;23.8728;3.1;0.00704;104;0;0
820266;12;1.9894;23.8728;3.1;0.00704;104;0;0
819623;12;1.9894;23.8728;3.621;0.00816;104;0;0
585646;12;1.8788;22.5456;3.621;0.00816;104;0;0
822825;6;0.5536;3.3216;2.107;0.00384;380;0;0
819201;12;1.4631;17.5572;4.8;0.00952;80;0;0
773788;12;1.9431;23.3172;3.615;0.006688;168;0;0
773747;12;1.9431;23.3172;3.615;0.006384;168;0;0
773549;12;1.9431;23.3172;3.615;0.00748;168;0;0
580746;6;2.6409;15.8454;2.4;0.002835;320;0;0
580761;6;2.6409;15.8454;2.4;0.002835;320;0;0
578682;6;3.2167;19.3002;0.9;0.034425;295;0;0
509463;12;1.8367;22.0404;3;0.04788;130;0;0
509307;12;1.8367;22.0404;3;0.04788;130;0;0
783928;6;2.782;16.692;1.53;0.002717;252;0;0
783969;6;2.782;16.692;1.53;0.002717;252;0;0
830406;6;0.5747;3.4482;2.513;0.00297;300;0;0
514166;12;1.5831;18.9972;3.6;0.00702;160;0;0
765123;12;1.8736;22.4832;3.108;0.00672;100;0;0
821421;12;1.882;22.584;2.8;0.003888;80;0;0
821447;12;1.882;22.584;2.8;0.003888;80;0;0
818062;12;1.9894;23.8728;3.1;0.00704;104;0;0
818088;12;2.2073;26.4876;3.59;0.007728;78;0;0
818120;12;2.5736;30.8832;3.59;0.007728;78;0;0
821223;12;1.6915;20.298;2.4;0.00828;120;0;0
820365;12;1.6915;20.298;2.4;0.00828;120;0;0
507749;12;1.6915;20.298;3;0.00828;120;0;0
820225;12;1.9673;23.6076;3.6;0.007524;120;0;0
820241;12;1.6915;20.298;3;0.00828;120;0;0
820183;12;1.6915;20.298;3.66;0.007524;120;0;0
820449;12;1.6915;20.298;3;0.007128;120;0;0
820282;12;1.6915;20.298;2.4;0.00782;120;0;0
541946;12;1.6915;20.298;2.4;0.00828;120;0;0
538561;12;1.6915;20.298;3;0.007128;120;0;0
538421;12;1.6915;20.298;3;0.007128;120;0;0
509349;12;1.8367;22.0404;3;0.04788;130;0;0
820209;12;1.5325;18.39;1.5;0.006615;130;0;0
509240;12;1.8367;22.0404;3;0.04536;130;0;0
509281;12;1.8367;22.0404;3;0.04788;130;0;0
815761;12;1.2136;14.5632;3.6;0.00792;184;0;0
819383;12;1.9873;23.8476;8;0.00693;156;0;0
819482;6;0.6378;3.8268;2.513;0.00297;300;0;0
769547;6;0.5862;3.5172;1.723;0.003135;380;0;0
769703;6;0.5673;3.4038;1.723;0.003135;380;0;0
541961;12;1.6915;20.298;2;0.007056;150;0;0
819680;12;2.5367;30.4404;3.01;0.004998;140;0;0
819748;12;4.2303;50.7636;1.6;0.00812;112;0;0
820100;12;1.9894;23.8728;2.6;0.00704;104;0;0
820407;12;2.2662;27.1944;2.972;0.006384;130;0;0
507723;12;1.6915;20.298;2.4;0.00342;150;0;0
509505;12;1.8367;22.0404;3;0.041055;130;0;0
810887;12;1.6915;20.298;2.6;0.006;150;0;0
538447;12;1.6915;20.298;3;0.007128;150;0;0
538389;12;1.6915;20.298;3;0.007128;150;0;0
509489;12;1.8367;22.0404;3;0.041055;130;0;0
822288;12;1.6915;20.298;2.4;0.005472;150;0;0
820605;12;1.6915;20.298;6;0.005472;150;0;0
820308;12;1.9673;23.6076;3.6;0.003344;120;0;0
509265;12;1.8367;22.0404;3;0.041055;130;0;0
820548;12;1.6915;20.298;6;0.006;150;0;0
521021;12;2.5736;30.8832;3.8;0.0092;120;0;0
820563;12;2.2073;26.4876;2.972;0.006384;130;0;0
821306;6;3.0862;18.5172;2.105;0.0054;192;0;0
763540;12;1.9557;23.4684;2.85;0.038088;217;0;0
817700;12;1.9894;23.8728;3.8;0.008096;130;0;0
817726;12;1.9894;23.8728;3.8;0.00782;130;0;0
817841;12;2.2662;27.1944;5;0.0057;130;0;0
818203;12;2.5736;30.8832;2.972;0.006384;130;0;0
817866;12;1.9894;23.8728;3.4;0.006688;130;0;0
817445;12;2.2073;26.4876;3.6;0.00672;130;0;0
817460;12;1.9894;23.8728;3.7;0.005985;104;0;0
817627;6;3.4946;20.9676;1;0.00464;96;0;0
585620;12;1.8788;22.5456;2.972;0.006384;130;0;0
514141;12;1.5831;18.9972;3.6;0.00702;160;0;0
828145;12;3.082;36.984;3.8;0.009702;114;0;0
828160;12;3.082;36.984;3.8;0.011088;114;0;0
827964;12;1.3789;16.5468;1.4;0.006006;112;0;0
824300;6;3.082;18.492;1.06;0.004522;192;0;0
825000;6;3.082;18.492;1.06;0.004522;192;0;0
824201;6;3.082;18.492;1.06;0.004522;192;0;0
824243;6;3.082;18.492;1.06;0.004522;192;0;0
824169;6;3.082;18.492;1.06;0.004522;192;0;0
824185;6;3.082;18.492;1.06;0.004522;192;0;0
585364;6;6.6103;39.6618;1.87;0.001782;70;0;0
585349;6;6.6103;39.6618;1.87;0.001782;70;0;0
585323;6;6.6103;39.6618;1.87;0.001782;70;0;0
826321;6;5.0566;30.3396;0.2;0.005832;130;0;0
826347;6;5.0566;30.3396;0.6;0.005832;150;0;0
825984;6;5.0566;30.3396;0.2;0.005832;130;0;0
585406;6;6.6103;39.6618;1.87;0.001782;70;0;0
585380;6;6.6103;39.6618;1.87;0.001782;70;0;0
826008;6;5.0566;30.3396;0.2;0.005832;130;0;0
826024;6;5.0566;30.3396;0.6;0.006804;130;0;0
826040;6;5.0566;30.3396;0.2;0.005832;130;0;0
826081;6;5.0566;30.3396;0.2;0.005832;130;0;0
826107;6;5.0566;30.3396;0.2;0.005832;130;0;0
826123;6;5.0566;30.3396;0.2;0.005832;130;0;0
826149;6;5.0566;30.3396;0.2;0.005832;130;0;0
826164;6;5.0566;30.3396;0.2;0.005832;130;0;0
826263;6;5.0566;30.3396;0.2;0.005832;130;0;0
824367;3;3.0041;9.0123;1.06;0.004522;192;0;0
824383;3;3.0041;9.0123;1.06;0.004522;192;0;0
824409;3;3.0041;9.0123;1.06;0.004522;192;0;0
824425;3;3.0041;9.0123;1.06;0.004522;192;0;0
824441;3;3.0041;9.0123;1.06;0.004522;192;0;0
803668;6;0.8052;4.8312;1.8;0.0048;270;0;0
803684;6;0.8052;4.8312;1.8;0.0051;270;0;0
819227;6;3.3946;20.3676;0.15;0.00285;320;0;0
803965;6;2.9504;17.7024;3.4;0.009504;204;0;0
803924;6;2.9504;17.7024;3.4;0.009152;204;0;0
805804;6;3.8135;22.881;0.15;0.00285;198;0;0
805820;6;3.8135;22.881;0.15;0.00285;132;0;0
806505;6;4.0893;24.5358;3.6;0.00528;200;0;0
806521;6;4.0893;24.5358;3.6;0.00528;200;0;0
827402;6;0.8536;5.1216;1.6;0.004284;330;0;0
820720;6;1.9325;11.595;0.5;0.003264;255;0;0
822965;6;0.4484;2.6904;1.157;0.003072;576;0;0
807487;6;0.5073;3.0438;1.171;0.00207;576;0;0
820522;6;0.8094;4.8564;1.108;0.002688;324;0;0
822403;12;0.6284;7.5408;2.179;0.00504;140;0;0
821983;6;2.5136;15.0816;1;0.0051;330;0;0
535864;12;3.2514;39.0168;9.6;0.003456;275;0;0
821348;12;2.5136;30.1632;2.354;0.005525;133;0;0
821660;6;2.4841;14.9046;0.15;0.002;264;0;0
821827;6;3.6514;21.9084;0.2;0.002992;250;0;0
821140;6;3.0272;18.1632;3;0.008064;192;0;0
821165;6;3.0272;18.1632;3;0.007728;192;0;0
821181;6;3.0272;18.1632;3;0.008064;192;0;0
576462;12;2.8914;34.6968;2.4;0.006804;112;0;0
576447;12;2.8914;34.6968;2.4;0.006804;112;0;0
821264;12;2.5136;30.1632;2.4;0.0052;133;0;0
765149;6;3.1883;19.1298;1.8;0.05184;215;0;0
821280;12;2.5136;30.1632;2.4;0.005525;133;0;0
821108;6;3.1883;19.1298;2.32;0.00352;215;0;0
821082;12;1.7378;20.8536;7.6;0.014763;72;0;0
821322;12;2.3967;28.7604;3.6;0.008568;136;0;0
810341;12;1.7725;21.27;8;0.014;60;0;0
821249;12;1.2325;14.79;3;0.003465;232;0;0
810846;12;1.7799;21.3588;10;0.01596;52;0;0
810929;18;1.8599;33.4782;9;0.01596;72;0;0
811208;12;0.9062;10.8744;6;0.003536;102;0;0
811703;12;1.7378;20.8536;7.6;0.014364;72;0;0
812347;12;1.0126;12.1512;5.41;0.00855;132;0;0
812321;6;1.7683;10.6098;1.5;0.0063;120;0;0
812545;12;2.1662;25.9944;7.7;0.01152;98;0;0
812586;12;2.942;35.304;10.1;0.013524;84;0;0
812420;24;1.0441;25.0584;7.2;0.00935;110;0;0
811505;12;0.9315;11.178;3;0.00378;200;0;0
811521;12;0.9315;11.178;3;0.01372;125;0;0
811547;12;0.8505;10.206;3.7;0.00594;208;0;0
811646;12;1.1641;13.9692;5;0.006624;168;0;0
810507;12;1.9178;23.0136;6;0.012584;90;0;0
908764;12;1.1968;14.3616;2.25;0.00696;90;0;0
810788;30;0.502;15.06;0.8;0.001428;85;0;0
812701;36;0.5031;18.1116;1.8;0.012168;108;0;0
811422;6;0.5105;3.063;1;0.0012;440;0;0
811745;6;7.9302;47.5812;1.2;0.00368;286;0;0
811760;6;6.3082;37.8492;1.2;0.00368;286;0;0
811844;12;1.7094;20.5128;3.02;0.007616;119;0;0
530600;12;3.8135;45.762;1.3;0.00416;155;0;0
816322;12;1.1578;13.8936;3;0.0054;130;0;0
817387;12;1.1768;14.1216;3;0.0054;130;0;0
814384;12;0.7673;9.2076;3.481;0.005382;84;0;0
807560;12;0.7852;9.4224;3.523;0.00704;84;0;0
816827;12;2.6904;32.2848;6.9;0.0138;112;0;0
817643;6;1.3557;8.1342;1.8;0.003888;240;0;0
817429;6;2.4167;14.5002;1;0.0081;108;0;0
813824;12;1.2157;14.5884;3.72;0.007488;144;0;0
766709;6;1.2715;7.629;1;0.002;144;0;0
763045;12;1.3073;15.6876;3;0.006336;168;0;0
763029;12;1.3073;15.6876;3;0.006336;168;0;0
538587;12;1.2904;15.4848;3;0.007128;144;0;0
538363;12;1.2904;15.4848;3;0.007128;144;0;0
538348;12;1.2904;15.4848;3;0.007128;144;0;0
538207;12;1.2904;15.4848;3;0.007128;144;0;0
538181;12;1.2904;15.4848;3;0.007128;144;0;0
813709;12;1.2157;14.5884;3.72;0.00729;144;0;0
813725;12;1.2157;14.5884;3.72;0.007344;120;0;0
507764;12;1.2904;15.4848;3;0.007128;144;0;0
813907;12;1.0852;13.0224;5.6;0.011088;119;0;0
813923;12;1.0852;13.0224;5.6;0.011088;119;0;0
813949;12;1.1683;14.0196;5.6;0.011088;119;0;0
815647;12;1.1683;14.0196;3.1;0.017664;104;0;0
815787;12;1.2357;14.8284;3.6;0.0132;78;0;0
500926;12;1.2357;14.8284;3;0.006175;126;0;0
500900;12;1.2357;14.8284;3;0.006175;126;0;0
500868;12;1.2357;14.8284;3;0.006175;126;0;0
500884;12;1.2357;14.8284;3;0.006175;126;0;0
815621;12;1.1115;13.338;3;0.006084;126;0;0
815969;12;1.1115;13.338;3;0.006084;126;0;0
816462;12;1.1115;13.338;3;0.006084;126;0;0
816140;12;0.9968;11.9616;3.7;0.007752;105;0;0
816165;12;0.9968;11.9616;3.7;0.007752;105;0;0
597781;6;2.4167;14.5002;3;0.064512;120;0;0
597765;6;2.4167;14.5002;3;0.064512;120;0;0
577528;12;1.9031;22.8372;4.8;0.007904;105;0;0
577288;12;1.6999;20.3988;2.4;0.003952;105;0;0
577262;12;1.7567;21.0804;2.4;0.003952;105;0;0
577247;12;1.6999;20.3988;2.4;0.003952;105;0;0
593723;6;3.2051;19.2306;5.23;0.008372;96;0;0
816843;12;1.4494;17.3928;3.6;0.007728;192;0;0
817007;6;1.2715;7.629;3.6;0.007392;192;0;0
596767;6;1.5378;9.2268;3.6;0.007392;192;0;0
503383;6;2.1662;12.9972;1.2;0.004864;217;0;0
506683;6;2.6093;15.6558;1.2;0.004864;217;0;0
506584;6;2.6093;15.6558;1.2;0.004864;217;0;0
841601;6;2.0104;12.0624;1.2;0.004693;210;0;0
841668;6;2.0104;12.0624;1.2;0.004693;210;0;0
814103;12;1.5462;18.5544;3.6;0.008208;180;0;0
814129;12;1.0262;12.3144;3;0.008925;120;0;0
814145;12;1.6841;20.2092;4;0.005984;144;0;0
814285;12;1.1578;13.8936;3.6;0.006783;168;0;0
503508;6;2.6504;15.9024;1.2;0.00285;270;0;0
503144;6;2.6504;15.9024;1.2;0.00285;270;0;0
814327;12;1.5915;19.098;3.72;0.007866;180;0;0
532440;12;1.5925;19.11;3;0.00765;180;0;0
814269;12;1.3452;16.1424;3.12;0.00816;126;0;0
513424;12;1.4515;17.418;3;0.007038;154;0;0
516526;12;1.2325;14.79;1.5;0.00364;270;0;0
513267;12;2.0052;24.0624;6.72;0.011172;91;0;0
513242;12;2.0052;24.0624;6.72;0.011172;91;0;0
513200;12;1.0894;13.0728;1.5;0.00364;270;0;0
513184;12;1.1789;14.1468;1.5;0.00364;270;0;0
513143;12;1.141;13.692;1.5;0.00364;270;0;0
872903;12;1.2073;14.4876;3;0.007616;96;0;0
872929;12;1.2073;14.4876;3;0.007616;96;0;0
516369;12;1.2073;14.4876;3;0.00966;96;0;0
816249;12;1.1389;13.6668;3.9;0.00966;80;0;0
532523;12;1.5462;18.5544;1.5;0.007866;180;0;0
532424;12;1.5915;19.098;1.5;0.003496;180;0;0
532408;12;1.5462;18.5544;1.5;0.007866;180;0;0
532382;12;1.5915;19.098;1.5;0.007866;200;0;0
532366;12;1.5462;18.5544;1.5;0.007866;180;0;0
784009;6;2.283;13.698;1.8;0.003456;322;0;0
784025;6;2.283;13.698;1.8;0.003456;322;0;0
784041;6;2.283;13.698;1.8;0.003456;322;0;0
816645;12;1.3452;16.1424;3.12;0.006936;126;0;0
816660;12;1.3452;16.1424;3.1;0.00765;126;0;0
819961;12;2.0915;25.098;3.12;0.00816;126;0;0
819946;12;2.0915;25.098;3.12;0.00816;126;0;0
820001;12;1.3452;16.1424;3.12;0.00816;126;0;0
820027;12;1.3452;16.1424;3.12;0.00816;126;0;0
816546;12;1.3452;16.1424;3.12;0.006936;126;0;0
816561;12;1.1389;13.6668;3.9;0.00966;112;0;0
816587;12;1.1389;13.6668;1;0.010125;48;0;0
816603;12;1.1389;13.6668;3.9;0.00966;112;0;0
816728;12;1.1389;13.6668;3.9;0.00966;112;0;0
816801;12;1.3452;16.1424;3.12;0.006936;126;0;0
816868;12;1.3452;16.1424;3.12;0.006936;126;0;0
816884;12;1.3452;16.1424;3.12;0.00816;126;0;0
817049;12;1.3452;16.1424;3.12;0.006936;126;0;0
511782;6;1.3304;7.9824;1.5;0.003312;315;0;0
511766;6;1.3304;7.9824;1.5;0.003312;315;0;0
500520;12;1.3452;16.1424;3.12;0.00816;126;0;0
817320;6;1.3304;7.9824;1.5;0.003312;315;0;0
764621;12;1.1768;14.1216;2;0.04266;126;0;0
764605;12;1.1768;14.1216;2;0.04266;126;0;0
764589;12;1.1768;14.1216;2;0.04266;126;0;0
764548;12;1.1768;14.1216;2;0.04266;126;0;0
764563;12;1.1768;14.1216;2;0.04266;126;0;0
764522;12;1.1768;14.1216;2;0.04266;126;0;0
764506;12;1.1768;14.1216;2.9;0.04266;126;0;0
547844;12;1.2483;14.9796;3;0.04266;126;0;0
547828;12;1.2483;14.9796;3;0.04266;126;0;0
547786;12;1.2483;14.9796;3;0.04266;126;0;0
814780;12;1.2483;14.9796;3.5;0.00578;176;0;0
821702;12;2.823;33.876;8.9;0.01512;56;0;0
764647;12;1.1768;14.1216;2;0.04266;126;0;0
604082;12;1.1768;14.1216;2;0.04266;126;0;0
817668;6;1.5515;9.309;1.5;0.003024;240;0;0
817403;6;1.2157;7.2942;0.15;0.004;240;0;0
817486;6;1.3557;8.1342;1.5;0.003312;240;0;0
817767;6;0.5189;3.1134;2.116;0.00357;350;0;0
817502;6;0.5189;3.1134;2.111;0.004352;350;0;0
817544;6;0.4694;2.8164;1.803;0.003024;400;0;0
817569;6;0.4694;2.8164;1.803;0.00351;400;0;0
817585;6;0.4694;2.8164;1.803;0.003024;400;0;0
817783;6;0.4694;2.8164;1.751;0.002856;400;0;0
817825;6;0.4694;2.8164;1.755;0.002856;400;0;0
536847;6;1.2357;7.4142;1.5;0.003312;315;0;0
536862;6;1.2357;7.4142;1.5;0.003312;315;0;0
536888;6;1.4031;8.4186;1.5;0.00286;427;0;0
495846;6;1.4031;8.4186;1.5;0.00286;427;0;0
495929;6;1.4031;8.4186;1.5;0.00286;427;0;0
501205;12;2.6262;31.5144;0.9;0.004032;189;0;0
841346;12;2.4988;29.9856;0.9;0.02907;280;0;0
837104;12;0.8947;10.7364;1.01;0.00195;720;0;0
837229;24;1.3673;32.8152;1.8;0.00672;200;0;0
835884;12;1.5273;18.3276;1;0.001976;56;0;0
844522;12;2.5693;30.8316;6;0.01254;56;0;0
835561;12;0.5789;6.9468;1.5;0.00285;275;0;0
576389;12;0.9441;11.3292;0.644;0.003808;190;0;0
576140;12;1.421;17.052;0.644;0.003808;190;0;0
835645;12;0.9704;11.6448;1.1;0.004332;275;0;0
835660;12;1.2631;15.1572;1;0.004332;270;0;0
823187;18;1.9967;35.9406;13.5;0.005474;224;0;0
823203;18;1.9967;35.9406;13.5;0.005474;224;0;0
570101;12;2.4904;29.8848;1;0.00384;280;0;0
835520;12;0.8115;9.738;1.6;0.0076;275;0;0
835546;12;1.421;17.052;1.409;0.00855;305;0;0
835280;6;3.2314;19.3884;6;0.01254;56;0;0
520304;12;2.8704;34.4448;6;0.012673;112;0;0
835744;12;1.1052;13.2624;0.9;0.0114;275;0;0
835504;12;1.0073;12.0876;1.1;0.00304;275;0;0
836007;24;1.7883;42.9192;2.904;0.002548;256;0;0
500223;24;2.6399;63.3576;1.8;0.007616;152;0;0
836023;24;1.8062;43.3488;2.904;0.00728;200;0;0
836064;24;0.802;19.248;2.904;0.00714;200;0;0
836106;24;1.1052;26.5248;3.1;0.007;192;0;0
836163;24;0.6526;15.6624;3.03;0.007;200;0;0
557728;20;1.7325;34.65;1;0.00504;240;0;0
836122;12;1.2673;15.2076;2.6;0.0057;256;0;0
557702;20;1.7325;34.65;1;0.00504;240;0;0
836205;24;0.7589;18.2136;5;0.00735;192;0;0
557686;24;1.1452;27.4848;3;0.0042;200;0;0
836304;24;0.8168;19.6032;1.01;0.00195;720;0;0
836346;12;1.1052;13.2624;1.43;0.003648;305;0;0
589267;12;1.8788;22.5456;9;0.003808;259;0;0
558049;24;1.5178;36.4272;2.7;0.00672;200;0;0
558148;24;1.5178;36.4272;2.7;0.00672;200;0;0
764423;24;2.3146;55.5504;1.8;0.009386;240;0;0
836361;24;1.8062;43.3488;2.974;0.005928;240;0;0
530642;24;2.2978;55.1472;1.8;0.008415;136;0;0
801183;9;2.9251;26.3259;4.5;0.01122;119;0;0
836080;12;1.8483;22.1796;6;0.01536;56;0;0
818922;12;3.2188;38.6256;6;0.01536;56;0;0
819862;12;3.2188;38.6256;6;0.01536;56;0;0
497941;12;3.6472;43.7664;6;0.014007;56;0;0
836924;24;0.9736;23.3664;3;0.00676;168;0;0
837021;24;1.161;27.864;0.65;0.007497;192;0;0
836908;24;1.1052;26.5248;2.974;0.007098;200;0;0
837187;24;1.1052;26.5248;2.477;0.00735;200;0;0
838086;24;0.802;19.248;2.5;0.0068;200;0;0
838169;24;1.161;27.864;3.019;0.00608;200;0;0
838185;24;1.7325;41.58;1.8;0.009639;136;0;0
838581;24;1.4367;34.4808;3.111;0.00714;200;0;0
822981;24;1.7325;41.58;3.111;0.00672;200;0;0
823005;24;1.7325;41.58;3.11;0.00672;200;0;0
506568;24;2.062;49.488;1.2;0.008064;152;0;0
568261;12;0.7873;9.4476;1;0.00384;280;0;0
568246;12;1.8252;21.9024;1;0.00384;280;0;0
835900;24;1.3378;32.1072;6;0.007644;175;0;0
837120;24;1.1052;26.5248;3;0.007644;192;0;0
837047;24;1.3378;32.1072;2.9;0.009856;175;0;0
835967;24;1.6146;38.7504;0.15;0.013125;55;0;0
837146;12;1.1473;13.7676;1.4;0.003332;320;0;0
837427;12;1.1473;13.7676;1.5;0.00624;140;0;0
837963;12;1.3536;16.2432;6.4;0.006;45;0;0
837260;12;1.3536;16.2432;6.4;0.024;45;0;0
842682;12;0.8294;9.9528;9;0.00598;300;0;0
837328;12;1.3904;16.6848;2.6;0.0063;150;0;0
842708;12;1.242;14.904;9;0.00459;185;0;0
837781;12;1.3536;16.2432;2.8;0.005985;150;0;0
837583;12;2.6893;32.2716;0.9;0.003808;185;0;0
837625;12;2.6893;32.2716;0.9;0.003808;185;0;0
837500;12;1.7315;20.778;3;0.00624;150;0;0
837724;12;2.4672;29.6064;1.43;0.00396;300;0;0
837542;24;0.5884;14.1216;3;0.00728;189;0;0
838300;24;0.5894;14.1456;5;0.00702;189;0;0
837567;24;0.5894;14.1456;1;0.008372;189;0;0
837740;12;1.8115;21.738;0.152;0.002576;288;0;0
837765;12;1.8115;21.738;0.152;0.002576;288;0;0
576363;12;0.6094;7.3128;1.1;0.006422;216;0;0
576348;12;0.3399;4.0788;0.35;0.006422;322;0;0
576322;12;0.3915;4.698;0.35;0.002184;486;0;0
576306;12;0.3915;4.698;0.35;0.002184;486;0;0
509943;12;2.0115;24.138;0.408;0.005075;240;0;0
509968;12;2.0115;24.138;0.408;0.005075;240;0;0
837807;12;0.9168;11.0016;0.4;0.00468;210;0;0
837823;12;0.9168;11.0016;0.4;0.00416;252;0;0
838003;12;1.0378;12.4536;0.529;0.005;360;0;0
522623;12;1.8115;21.738;0.051;0.005075;240;0;0
522607;12;1.8115;21.738;0.054;0.005075;240;0;0
838342;12;1.8115;21.738;0.512;0.00546;306;0;0
838367;10;1.3241;13.241;0.913;0.005796;100;0;0
766667;12;1.2094;14.5128;0.913;0.005796;100;0;0
822882;12;1.4894;17.8728;0.531;0.05655;240;0;0
814301;12;1.3104;15.7248;0.501;0.006;216;0;0
838524;12;1.2462;14.9544;0.445;0.0054;252;0;0
838540;12;1.2462;14.9544;0.445;0.0054;252;0;0
814343;12;1.4315;17.178;0.501;0.006;216;0;0
814400;12;1.4315;17.178;0.501;0.006;360;0;0
769802;12;1.6325;19.59;0.046;0.002898;280;0;0
769869;12;1.521;18.252;0.046;0.002484;294;0;0
769885;12;0.7999;9.5988;1.01;0.00195;720;0;0
838763;12;1.2631;15.1572;0.4;0.009216;175;0;0
838789;12;1.2631;15.1572;0.4;0.009216;175;0;0
838805;12;1.041;12.492;0.41;0.00576;175;0;0
768465;24;1.8409;44.1816;1.364;0.002808;85;0;0
768440;12;1.582;18.984;0.046;0.002484;294;0;0
768424;12;2.343;28.116;5.518;0.071442;84;0;0
837609;12;1.1336;13.6032;0.6;0.004576;232;0;0
762724;12;1.3483;16.1796;0.72;0.003542;182;0;0
837708;12;1.202;14.424;0.35;0.00416;232;0;0
837880;12;1.202;14.424;0.35;0.00416;232;0;0
768143;24;0.9494;22.7856;0.96;0.00476;308;600;0
763425;24;1.4062;33.7488;3.312;0.014229;40;365;0
763383;24;1.9346;46.4304;0.96;0.014229;150;0;0
768069;24;1.2283;29.4792;1;0.04116;95;0;0
832261;6;7.4281;44.5686;1;0.037026;20;0;0
832287;10;10.9617;109.617;0.36;0.0072;98;0;0
832303;10;0.7052;7.052;0.1;0.0004;40;0;0
832329;10;11.2596;112.596;7.02;0.00741;36;0;0
832386;10;12.5617;125.617;1;0.003432;12;0;0
832204;6;9.4007;56.4042;0.5;0.02583;24;0;0
845586;12;2.6988;32.3856;1.001;0.012144;75;0;0
831800;12;2.3767;28.5204;1.5;0.009405;84;0;0
831842;6;4.6388;27.8328;3;0.007854;35;0;0
832402;10;8.166;81.66;7.203;0.02964;36;0;0
832162;10;6.2966;62.966;0.8;0.00115;35;0;0
832188;10;5.9514;59.514;0.8;0.00138;35;0;0
832782;20;2.9462;58.924;1.5;0.009405;84;0;0
