reference;Unite par carton;prix_unite;prix_final;weight;volume;NB carton/palette;DLV Theorique;DLV Garantie
284323;10;1.8146;18.146;0.63;0.00192;483;300;90
284307;12;0.3694;4.4328;1.8;0.016095;384;300;120
284109;48;0.3694;17.7312;9;0.012544;99;300;120
275305;12;1.6904;20.2848;2.1;0.003744;1600;360;120
275107;6;0.7178;4.3068;0.762;0.001638;504;600;360
275123;6;0.702;4.212;0.798;0.001512;504;600;360
275149;6;0.8094;4.8564;0.705;0.001512;504;400;360
275164;6;0.8441;5.0646;0.846;0.00182;504;600;360
275180;6;0.741;4.446;0.714;0.001512;504;400;360
275222;6;0.6084;3.6504;0.798;0.001512;504;400;360
275248;6;0.7736;4.6416;0.87;0.001512;504;600;360
275263;6;0.7452;4.4712;0.75;0.001512;504;600;360
275289;6;0.6084;3.6504;0.72;0.001512;504;400;360
275321;6;0.7294;4.3764;0.756;0.001512;504;600;360
275347;6;0.981;5.886;0.924;0.001512;504;600;360
275388;6;0.9715;5.829;0.884;0.001512;504;600;360
275404;6;0.9083;5.4498;0.942;0.001512;504;600;360
275602;6;1.1052;6.6312;0.872;0.00986;504;600;360
275628;6;1.0231;6.1386;1.05;0.001512;504;600;360
275644;6;1.3925;8.355;0.81;0.001638;504;360;300
275669;10;0.7378;7.378;0.725;0.00429;180;600;360
275685;10;0.7378;7.378;0.495;0.004576;180;400;360
275727;12;0.9083;10.8996;1.426;0.011025;68;600;360
275743;6;1.3904;8.3424;0.828;0.001512;504;600;360
275768;6;1.3904;8.3424;0.932;0.001764;504;600;360
275784;6;0.8631;5.1786;0.932;0.001512;504;600;360
275800;6;0.9926;5.9556;0.918;0.00168;504;600;360
275842;6;1.3925;8.355;0.924;0.001638;504;600;360
275867;20;2.6241;52.482;0.2;0.004368;224;500;120
276204;6;1.062;6.372;0.75;0.001638;504;400;360
276220;6;1.0925;6.555;0.9;0.001638;504;400;360
276246;6;1.0789;6.4734;0.942;0.001638;504;400;360
276329;6;1.3999;8.3994;0.842;0.001512;504;400;360
276402;6;1.2147;7.2882;0.912;0.011172;504;400;360
276444;6;0.861;5.166;1.008;0.001512;504;400;360
276808;6;0.702;4.212;0.87;0.001512;504;600;300
277145;6;1.3925;8.355;0.9;0.001638;504;600;360
277160;6;1.3925;8.355;0.9;0.001638;504;600;360
274688;6;1.4136;8.4816;0.7;0.001512;576;600;360
274720;6;0.9715;5.829;0.7;0.001512;576;400;360
274746;6;1.2925;7.755;0.7;0.001512;576;400;360
274761;6;1.8567;11.1402;0.7;0.001512;576;500;360
275545;12;0.5431;6.5172;0.35;0.00135;336;540;300
275883;6;1.7525;10.515;1.569;0.00616;203;400;360
275909;12;0.8136;9.7632;0.15;0.00264;336;600;360
275925;12;0.8136;9.7632;0.462;0.00264;336;600;360
275941;12;0.8136;9.7632;0.342;0.00264;336;600;360
275966;12;0.8136;9.7632;0.342;0.00264;336;400;360
276022;6;0.9199;5.5194;1.26;0.001512;504;600;360
276089;6;0.702;4.212;0.86;0.001512;504;600;360
276121;6;1.9136;11.4816;0.801;0.00168;448;400;360
276162;6;1.7662;10.5972;0.851;0.001521;504;360;240
276527;20;1.0568;21.136;0.84;0.007904;126;500;240
274902;6;0.422;2.532;0.4;0.001404;512;600;300
275008;9;0.6178;5.5602;0.6;0.00532;160;600;360
274944;6;0.3073;1.8438;0.304;0.001404;512;600;300
274969;6;0.4852;2.9112;0.5;0.001404;512;600;300
274985;6;0.3557;2.1342;0.22;0.001404;512;600;300
276543;6;0.4094;2.4564;0.18;0.001404;512;600;300
276568;6;0.2968;1.7808;0.19;0.001404;512;600;300
276584;6;0.3978;2.3868;0.2;0.001404;512;600;300
276949;6;1.0862;6.5172;0.1;0.001404;512;500;300
274860;6;0.4199;2.5194;0.4;0.001404;512;600;300
276964;6;0.4315;2.589;0.43;0.001404;512;600;300
276980;6;0.382;2.292;1.1;0.002106;512;500;300
277004;6;0.4589;2.7534;0.4;0.001521;512;500;300
277020;6;0.6768;4.0608;0.3;0.001404;512;600;300
277046;6;0.4105;2.463;0.4;0.001404;512;600;300
276709;6;1.4683;8.8098;0.8;0.001512;504;300;120
276725;6;0.9168;5.5008;0.9;0.001512;504;300;120
274787;12;1.1673;14.0076;0.5;0.009594;84;500;200
274829;6;0.702;4.212;0.7;0.001512;504;500;200
274845;6;0.741;4.446;0.7;0.001512;504;500;300
293621;8;5.4029;43.2232;1.28;0.00231;350;360;120
294181;12;1.7188;20.6256;6.5;0.00756;126;360;120
284588;20;1.3189;26.378;4.27;0.009152;105;700;360
284604;20;1.4336;28.672;4.27;0.009152;105;700;360
284620;6;1.0283;6.1698;0.3;0.001404;512;600;300
284646;6;0.6673;4.0038;0.5;0.001404;512;600;300
284661;6;0.7347;4.4082;0.43;0.001404;512;600;300
274928;6;0.822;4.932;0.35;0.001404;512;600;300
275024;9;1.4589;13.1301;1.1;0.00532;160;700;360
226365;12;1.5546;18.6552;0.15;0.002574;210;360;120
226407;6;1.5883;9.5298;0.918;0.001512;504;600;360
226423;6;1.6115;9.669;0.978;0.001512;504;600;360
226464;6;1.4557;8.7342;0.978;0.00168;504;600;360
226480;6;1.2378;7.4268;0.918;0.001638;504;600;360
226522;6;1.0894;6.5364;0.978;0.001512;504;600;360
226589;10;1.9746;19.746;1.325;0.008505;180;600;360
226605;10;2.0157;20.157;1.325;0.001512;180;600;360
226621;25;1.3999;34.9975;1.4;0.00741;126;600;360
294504;6;1.3968;8.3808;1.1;0.001638;504;600;120
294520;6;1.4525;8.715;1.1;0.001521;504;720;120
300681;12;1.4325;17.19;10;0.01056;84;600;300
296822;24;0.2936;7.0464;3.73;0.006916;176;720;360
296368;12;0.3789;4.5468;7.5;0.012288;108;0;0
299008;12;0.3273;3.9276;12.6;0.01088;84;360;120
299024;12;0.9452;11.3424;3.7;0.006175;153;0;0
300103;20;0.342;6.84;5.99;0.009856;126;360;120
295188;15;0.2999;4.4985;12.1;0.015466;77;0;0
295204;12;0.1821;2.1852;12.1;0.010108;96;0;0
296228;12;0.4726;5.6712;12.3;0.011424;84;360;120
296202;12;0.8136;9.7632;12.6;0.01344;84;0;0
296244;12;1.8757;22.5084;2.2;0.009984;132;0;0
295220;10;0.1884;1.884;10.2;0.012765;96;0;0
299065;6;1.5704;9.4224;2.4;0.003888;228;0;0
299107;12;0.3273;3.9276;12.6;0.01056;84;360;120
299164;12;0.342;4.104;6;0.01152;120;0;0
299180;12;0.9441;11.3292;3.9;0.006175;153;720;360
303909;15;2.8672;43.008;14.3;0.0287;54;300;120
306167;16;1.8504;29.6064;18;0.029792;48;300;120
304220;15;1.6346;24.519;14.6;0.029848;54;300;120
304246;15;1.1989;17.9835;15.5;0.0294;54;360;120
306985;8;1.9725;15.78;4;0.0046;210;360;120
306720;8;4.2093;33.6744;9.6;0.013392;85;300;120
306209;12;3.362;40.344;6;0.017664;84;270;120
306266;12;6.0208;72.2496;17.2;0.0336;48;330;120
306605;6;5.0945;30.567;9;0.013175;95;360;120
306548;12;1.9883;23.8596;10.5;0.012236;84;360;180
306563;12;3.6735;44.082;10.5;0.02139;52;330;120
307728;6;3.2693;19.6158;7.3;0.00882;135;300;120
306688;8;5.0377;40.3016;9.6;0.014586;70;300;120
306704;8;5.0377;40.3016;9.6;0.014586;70;300;120
312686;6;4.6682;28.0092;5.5;0.00759;150;300;120
306746;6;4.3809;26.2854;5.5;0.008464;150;300;120
307587;12;1.522;18.264;5.2;0.006647;154;300;120
307983;12;1.8936;22.7232;5.2;0.006647;133;300;120
312587;8;4.1577;33.2616;9.2;0.01209;85;300;120
312702;8;4.9682;39.7456;9.6;0.013728;70;360;120
312728;12;5.1966;62.3592;16.6;0.027216;45;300;120
306787;6;1.9925;11.955;6.8;0.008526;135;300;120
303107;15;1.0747;16.1205;14.8;0.0287;54;240;120
306621;8;1.8683;14.9464;4;0.0054;210;360;120
307041;8;2.2304;17.8432;4;0.0046;210;360;120
307025;8;1.8746;14.9968;4;0.0046;210;360;120
307009;8;1.1315;9.052;4;0.0046;210;360;120
306969;8;6.6271;53.0168;4;0.0046;1;360;120
307223;8;2.2957;18.3656;1.8;0.002208;210;360;120
307249;12;2.4809;29.7708;14;0.0231;50;360;120
305706;15;1.7725;26.5875;19;0.0287;54;300;90
306662;6;2.4504;14.7024;8.5;0.014094;95;300;120
305284;15;1.1715;17.5725;15;0.029025;54;360;120
499707;12;2.402;28.824;4.4;0.00638;252;360;240
306761;6;1.8241;10.9446;6.8;0.008526;135;360;120
305847;15;2.3641;35.4615;15;0.0287;54;300;90
305409;16;2.3178;37.0848;14.8;0.029484;48;180;120
305383;6;6.184;37.104;19.4;0.03564;40;240;120
305466;16;1.8094;28.9504;14.8;0.029484;48;300;120
304303;3;5.2293;15.6879;19;0.03042;36;300;120
304261;15;1.0462;15.693;14;0.0294;54;300;210
304287;15;1.062;15.93;14.75;0.0287;54;330;120
304188;15;1.0894;16.341;14.6;0.029848;54;300;120
311480;12;0.3052;3.6624;16.4;0.02665;60;0;0
310508;12;0.4736;5.6832;19.2;0.032076;45;0;0
310524;6;0.7252;4.3512;7.2;0.01105;100;360;120
312561;6;0.7641;4.5846;6.2;0.012393;100;360;240
311589;12;0.5263;6.3156;16.3;0.027716;60;0;0
310821;6;1.2789;7.6734;5.4;0.01056;87;300;120
310680;6;1.1294;6.7764;3.5;0.008602;294;360;120
312645;6;1.0631;6.3786;5.6;0.00728;130;360;120
312603;6;0.7483;4.4898;6.2;0.012393;100;360;240
312660;6;0.7747;4.6482;7.2;0.011492;100;360;120
311886;6;1.1757;7.0542;5.4;0.008316;116;360;120
311902;6;1.1757;7.0542;5.4;0.008316;116;360;120
311928;6;0.9441;5.6646;5.4;0.008316;116;360;120
244343;12;1.1778;14.1336;11.1;0.0221;36;360;120
244285;6;0.6084;3.6504;2.8;0.00546;180;300;120
244327;6;0.6094;3.6564;2.8;0.00546;180;300;120
244269;6;1.2168;7.3008;5.5;0.01105;76;300;120
310748;6;1.9167;11.5002;5.8;0.010672;87;300;120
310623;6;2.6483;15.8898;5.8;0.008932;57;360;120
310706;6;2.6557;15.9342;3.2;0.002112;215;360;120
312520;6;1.3641;8.1846;5.4;0.01056;87;300;120
244244;6;1.5125;9.075;5.4;0.00957;87;360;120
312447;6;3.7546;22.5276;6.2;0.008464;150;360;120
310763;12;2.1315;25.578;6.2;0.008464;150;360;120
315069;330;0.5515;181.995;420;0.864;2;0;0
313189;5;0.5515;2.7575;5.1;0.006786;204;0;0
313221;5;0.6126;3.063;5.154;0.005742;187;0;0
314906;12;0.3147;3.7764;6.426;0.011552;108;0;0
314963;6;0.6336;3.8016;6.3;0.012672;112;0;0
315101;6;0.5199;3.1194;6.2;0.007038;161;0;0
315085;10;0.461;4.61;10.3;0.0096;96;0;0
314203;1;2.2599;2.2599;5.1;0.00656;204;0;0
314286;10;0.8705;8.705;5.6;0.01026;120;0;0
314344;5;0.9883;4.9415;5.3;0.005544;198;0;0
314369;5;1.0757;5.3785;5.3;0.006324;184;0;0
314385;5;0.9052;4.526;5.088;0.005904;182;0;0
314443;10;0.5915;5.915;5.335;0.007296;140;0;0
314468;5;0.7789;3.8945;5.2;0.006048;180;0;0
314567;8;0.9641;7.7128;6.4;0.01326;108;0;0
314583;6;0.8273;4.9638;6.5;0.01326;112;0;0
314849;5;0.9052;4.526;5.088;0.005904;182;0;0
314120;6;1.762;10.572;6.3;0.011904;105;0;0
314807;10;1.1789;11.789;3.4;0.046035;64;0;0
314484;20;1.7367;34.734;6.5;0.007616;119;720;360
314500;20;1.8409;36.818;6.5;0.007616;119;720;360
318303;24;1.6683;40.0392;0.8;0.007695;114;360;120
318188;12;1.6262;19.5144;0.5;0.015884;72;360;252
318220;12;1.9315;23.178;1.95;0.01008;60;300;120
318345;12;1.7725;21.27;5.7;0.02072;40;365;200
325068;6;2.6336;15.8016;2;0.00576;108;500;300
318543;12;0.6936;8.3232;5.69;0.023142;64;360;120
318485;12;0.7905;9.486;0.45;0.005049;330;360;120
318501;12;0.8978;10.7736;1.11;0.00682;180;360;120
318527;12;0.761;9.132;0.6;0.005049;330;360;120
418624;12;2.0041;24.0492;1.3;0.010032;80;360;180
418582;24;2.2915;54.996;1.3;0.008835;84;360;120
418608;8;3.3483;26.7864;2.3;0.008;108;360;120
325027;10;1.7673;17.673;2.9;0.005236;240;360;120
314161;7;1.9704;13.7928;2.4;0.009576;72;1095;365
327007;6;1.8546;11.1276;5.33;0.007163;144;360;120
327023;6;1.8546;11.1276;5.33;0.0078;144;360;120
327049;6;1.8546;11.1276;5.33;0.0078;144;360;120
327080;6;0.8873;5.3238;6.5;0.00729;133;360;120
320622;8;1.0357;8.2856;3.42;0.010368;150;360;180
320648;8;1.1799;9.4392;3.42;0.010368;150;360;180
320663;6;2.8451;17.0706;6.39;0.018144;90;360;120
330308;12;1.2683;15.2196;5.12;0.011745;132;360;120
330340;12;1.2841;15.4092;5.12;0.011745;132;360;120
330381;12;1.321;15.852;4.8;0.011745;132;360;120
330449;12;1.321;15.852;4.8;0.011745;132;360;120
330407;6;0.9441;5.6646;3.16;0.00609;210;270;120
330464;6;1.1041;6.6246;3.16;0.00406;210;270;120
330506;6;1.6862;10.1172;3.16;0.00406;210;360;120
330589;6;1.3368;8.0208;3.16;0.00609;210;360;120
330142;12;1.2683;15.2196;5;0.011745;132;330;120
332627;8;1.1904;9.5232;3.42;0.010368;150;360;180
332767;8;0.781;6.248;3.36;0.007938;140;240;120
332783;8;0.8241;6.5928;3.36;0.007938;140;240;120
332809;8;0.8368;6.6944;3.36;0.007938;140;240;120
327841;8;1.2883;10.3064;3.5;0.009504;140;240;120
327940;5;2.7567;13.7835;6.25;0.014985;99;240;120
333021;6;3.503;21.018;7.2;0.01794;84;240;180
332882;6;3.0841;18.5046;7.2;0.01716;84;360;120
320721;12;0.6652;7.9824;12;0.01547;72;360;120
327205;6;0.9347;5.6082;6.5;0.00729;133;360;120
327221;6;1.2557;7.5342;6.5;0.007776;133;360;120
327247;6;1.1525;6.915;6.5;0.007776;133;330;120
327304;6;1.6388;9.8328;6.42;0.006885;133;360;120
327320;6;1.4315;8.589;6.36;0.00756;133;360;120
541128;6;1.9031;11.4186;6.1;0.00576;152;300;120
541144;6;1.8231;10.9386;6.1;0.00576;152;300;120
327429;6;1.6031;9.6186;2.2;0.00351;280;300;120
327445;6;1.6031;9.6186;2.2;0.00663;280;300;120
327460;6;2.1378;12.8268;3.4;0.00425;168;500;250
329201;6;1.4978;8.9868;3.57;0.00729;209;360;120
327502;6;0.5726;3.4356;3.95;0.004004;261;360;120
327528;6;1.1589;6.9534;8.42;0.006804;112;360;120
328104;6;1.182;7.092;4.1;0.008112;209;330;120
328120;6;2.4893;14.9358;7.8;0.006786;128;330;120
328187;6;2.3683;14.2098;7.8;0.007163;128;330;120
328260;6;1.301;7.806;3.6;0.00684;190;360;180
327767;6;0.722;4.332;3.63;0.00442;231;360;120
327726;6;1.3641;8.1846;6.61;0.006375;147;360;120
327965;6;0.6789;4.0734;3.21;0.003276;261;360;120
327981;6;1.3283;7.9698;3.21;0.003234;290;360;120
328807;6;2.1378;12.8268;3.4;0.00425;168;500;250
328146;6;1.2641;7.5846;3.53;0.004862;209;360;120
328245;6;1.2125;7.275;3.6;0.00425;190;360;180
327742;6;0.7736;4.6416;4;0.00425;231;360;120
327700;6;1.3999;8.3994;6.85;0.00663;147;360;120
327783;6;0.7168;4.3008;3.21;0.003276;261;360;120
329060;6;0.6578;3.9468;3.95;0.004004;261;360;120
329086;6;1.3736;8.2416;8.42;0.006804;112;360;120
328500;6;1.2178;7.3068;3.53;0.00442;209;360;120
328781;6;1.4346;8.6076;3.57;0.004862;209;360;120
328369;6;1.1431;6.8586;3.53;0.005148;209;360;120
328823;6;2.3451;14.0706;3.4;0.006375;168;500;250
328229;6;1.4462;8.6772;3.53;0.00663;209;360;120
327908;6;0.8589;5.1534;4;0.00425;231;360;252
328401;6;1.0462;6.2772;3.6;0.00684;190;360;180
328849;6;2.0788;12.4728;3.4;0.006375;168;500;250
329128;6;1.4273;8.5638;3.57;0.00729;209;360;120
328427;6;0.9515;5.709;3.53;0.004862;209;360;120
329367;6;1.362;8.172;3.53;0.00442;209;360;120
327924;6;0.5662;3.3972;3.63;0.00442;231;360;252
328948;6;1.1968;7.1808;3.21;0.003234;290;360;120
328609;6;1.1104;6.6624;4.1;0.008112;209;360;120
330563;6;1.3325;7.995;3.33;0.00676;231;360;120
330704;6;1.3104;7.8624;3.33;0.00676;231;360;120
328880;6;0.4968;2.9808;3.21;0.003276;261;360;120
329508;6;1.2831;7.6986;3.86;0.003528;232;360;120
329524;6;1.2368;7.4208;3.222;0.003528;232;360;120
329565;6;1.062;6.372;3.222;0.00441;232;360;120
329680;6;0.7873;4.7238;3.53;0.004675;231;330;120
329706;6;0.7883;4.7298;3.63;0.00442;231;360;120
329722;6;0.7947;4.7682;3.53;0.007436;231;360;120
328328;6;1.6325;9.795;3.6;0.00684;190;360;180
328344;6;1.522;9.132;3.6;0.00684;190;360;180
328542;6;1.122;6.732;3.53;0.00442;209;360;120
328583;6;1.2999;7.7994;3.53;0.00442;209;360;120
328302;6;1.6746;10.0476;3.53;0.004862;209;360;120
328385;6;1.5767;9.4602;3.53;0.004862;209;330;120
328468;6;1.1599;6.9594;3.53;0.005746;209;360;120
329284;6;1.4346;8.6076;3.53;0.004862;209;360;120
329342;6;1.1599;6.9594;3.53;0.00442;209;360;120
329805;12;1.9441;23.3292;7.1;0.01276;72;360;120
329987;6;2.2273;13.3638;3.39;0.00442;168;360;120
330001;6;2.0788;12.4728;3.4;0.00425;168;500;250
330787;6;2.2273;13.3638;3.4;0.00425;168;500;250
330720;6;1.5641;9.3846;3.33;0.00676;231;360;120
330746;6;1.7367;10.4202;3.33;0.00676;231;360;120
327866;6;0.8094;4.8564;3.63;0.00442;231;360;180
327882;6;1.2746;7.6476;3.63;0.00442;231;360;120
328906;6;0.7105;4.263;3.63;0.00442;231;360;120
328922;6;0.942;5.652;3.63;0.00442;231;360;120
328963;6;1.1968;7.1808;3.21;0.003234;290;360;120
328989;6;1.3946;8.3676;3.21;0.003234;290;360;120
329045;6;1.1968;7.1808;3.21;0.003234;290;360;120
330605;6;2.2336;13.4016;3.08;0.003744;192;360;120
322305;12;0.5273;6.3276;1.2;0.00168;250;360;120
322107;12;1.142;13.704;3.6;0.00588;224;360;120
322149;12;1.8652;22.3824;6.6;0.007956;108;360;120
322164;6;1.3652;8.1912;3.84;0.00429;203;360;120
330761;6;1.3599;8.1594;3.63;0.00513;209;360;120
329102;6;1.1599;6.9594;3.53;0.00442;209;360;120
329185;6;1.6199;9.7194;3.53;0.005148;209;360;120
329227;6;0.9726;5.8356;3.53;0.00663;209;360;120
329243;6;0.982;5.892;3.57;0.004862;209;360;120
327809;6;0.6431;3.8586;3.63;0.00442;231;360;120
327825;6;0.9399;5.6394;3.63;0.00442;231;360;120
342402;6;0.8536;5.1216;3.53;0.007436;231;360;120
342428;6;0.6494;3.8964;3.63;0.00442;231;360;120
342444;6;0.7547;4.5282;3.63;0.00442;231;360;120
329383;6;0.8915;5.349;3.57;0.00729;209;360;120
341206;6;1.2273;7.3638;3.53;0.00396;203;360;120
341222;6;1.2273;7.3638;3.52;0.00396;203;360;120
326066;12;2.0841;25.0092;7.3;0.007056;120;360;120
326124;12;3.3241;39.8892;7.2;0.00651;120;360;120
325829;12;1.4389;17.2668;3.5;0.005175;144;360;120
326041;6;2.2451;13.4706;4.3;0.00442;190;360;120
325845;6;4.023;24.138;4.35;0.00442;190;360;180
325662;12;3.0893;37.0716;7.3;0.007056;120;360;120
326249;12;3.5146;42.1752;7.2;0.00651;120;360;180
326207;6;3.563;21.378;2.43;0.0026;224;360;180
325001;12;1.5641;18.7692;3.5;0.006048;152;360;120
325449;10;3.5083;35.083;1;0.004;240;330;120
326223;12;4.8335;58.002;6.6;0.0144;72;360;180
325704;12;2.8051;33.6612;3.8;0.0045;120;360;120
325746;12;3.1567;37.8804;7.3;0.004032;120;360;120
325944;12;3.7535;45.042;7.3;0.004032;120;360;120
325928;12;3.6935;44.322;3.8;0.00507;120;360;120
326025;12;2.2578;27.0936;3.6;0.004368;192;360;120
326009;12;2.9399;35.2788;5.5;0.008664;120;360;120
326140;12;4.7167;56.6004;6.6;0.0144;72;360;180
326165;12;3.9283;47.1396;6.6;0.0144;72;360;180
324905;12;2.6599;31.9188;3.4;0.005712;72;360;120
324921;6;4.9009;29.4054;6.5;0.00814;81;360;120
326082;12;2.5462;30.5544;5.6;0.0085;95;360;120
496208;12;0.9947;11.9364;6;0.007812;72;360;120
353508;12;1.202;14.424;6;0.00828;144;360;120
353524;12;2.1399;25.6788;12;0.035588;72;360;240
353607;12;0.9115;10.938;6;0.008556;144;360;120
353623;12;1.4515;17.418;2;0.03813;72;360;120
353961;6;1.1747;7.0482;1.58;0.004374;224;270;120
353706;12;1.1452;13.7424;3;0.008556;144;360;120
353722;12;1.8683;22.4196;7;0.017056;72;360;120
354605;12;1.2041;14.4492;12;0.019866;72;360;120
354548;6;1.2304;7.3824;3.3;0.00425;210;360;120
354720;6;1.6967;10.1802;3.3;0.00425;210;360;120
353904;12;1.0799;12.9588;6;0.007502;144;360;120
353920;12;1.7273;20.7276;12;0.017472;72;360;120
354662;12;1.1115;13.338;11.3;0.01476;72;360;180
353987;6;1.1747;7.0482;1.58;0.004374;224;270;120
353946;6;1.1747;7.0482;1.58;0.004374;224;270;120
359943;24;0.9041;21.6984;15;0.0216;54;360;120
359901;24;1.1189;26.8536;16.3;0.02184;54;300;120
359927;8;1.6778;13.4224;7.4;0.010395;108;360;120
356642;24;0.9704;23.2896;11.2;0.0108;60;360;120
356667;24;1.1441;27.4584;16.5;0.02268;54;360;120
354746;6;1.4431;8.6586;3.3;0.00425;210;360;120
409144;12;0.7905;9.486;12;0.0144;72;330;120
400564;12;0.461;5.532;6;0.00819;144;360;120
400606;12;0.7957;9.5484;12;0.015252;72;360;120
400705;8;0.9547;7.6376;6.3;0.009184;120;360;120
400762;12;0.4863;5.8356;6;0.00819;144;360;120
400804;12;0.8252;9.9024;12;0.01476;72;360;120
400820;6;0.8431;5.0586;6;0.00754;144;360;120
469684;12;1.0978;13.1736;6;0.008505;144;360;120
408260;12;0.6357;7.6284;6;0.008748;144;360;120
408286;12;1.0357;12.4284;1.2;0.01476;84;360;120
407288;12;0.9062;10.8744;3;0.004;180;360;252
407304;16;1.3399;21.4384;8.5;0.009632;126;360;120
407346;12;1.882;22.584;10.8;0.01152;96;360;120
469106;8;0.9841;7.8728;6.2;0.009512;120;360;120
469205;12;0.4947;5.9364;6;0.00819;144;360;120
469502;12;0.8041;9.6492;12;0.01476;72;360;120
469528;6;0.802;4.812;6;0.00702;144;360;120
469544;12;0.4757;5.7084;6;0.0091;144;360;120
469569;12;0.8157;9.7884;13;0.015624;72;360;120
469585;6;1.722;10.332;6;0.00702;144;360;120
469627;12;0.7526;9.0312;12;0.0144;72;360;120
471045;12;0.8883;10.6596;3;0.004;180;360;252
471060;16;1.3399;21.4384;8.5;0.009632;126;360;120
471086;12;1.882;22.584;10.8;0.0144;96;360;120
472001;12;0.6357;7.6284;6;0.008505;144;360;252
472027;12;1.0357;12.4284;1.2;0.01476;84;360;120
526582;12;1.4346;17.2152;12;0.008265;72;360;120
500322;12;1.3546;16.2552;11;0.006912;100;360;120
500389;6;1.5652;9.3912;3.7;0.004928;240;360;120
412163;12;0.4126;4.9512;5.9;0.007722;144;360;120
412205;12;0.6926;8.3112;11.7;0.015252;72;360;120
412106;8;1.0168;8.1344;6.3;0.009512;120;360;120
412502;12;0.4136;4.9632;5.9;0.007875;144;360;120
412544;12;0.7515;9.018;11.6;0.015252;72;360;120
412601;12;0.4241;5.0892;5.8;0.00819;144;360;120
412643;12;0.7473;8.9676;11.7;0.01476;72;360;120
412668;12;1.4073;16.8876;12;0.008265;72;360;120
413989;12;1.0441;12.5292;3;0.004;180;360;252
414029;12;2.4683;29.6196;10.8;0.01296;96;360;120
408468;12;0.621;7.452;6;0.008748;144;360;252
408484;12;1.0736;12.8832;6;0.015252;84;360;252
500348;12;1.2915;15.498;12;0.01476;84;360;120
408526;12;1.1252;13.5024;6;0.008505;144;360;120
412924;12;0.6452;7.7424;11;0.0144;72;360;120
412965;12;0.7031;8.4372;12;0.0144;72;360;120
412585;12;0.4884;5.8608;6;0.00819;144;360;120
412700;12;0.7915;9.498;11.6;0.015252;72;360;120
413880;12;0.8115;9.738;6;0.007956;144;360;120
413906;12;1.4389;17.2668;12;0.015252;84;360;120
420786;8;1.6452;13.1616;11.2;0.0162;60;360;120
420828;24;0.6168;14.8032;11;0.02295;72;360;120
420844;12;0.9683;11.6196;11;0.01872;72;360;120
420869;6;0.861;5.166;6.2;0.009216;125;360;120
420885;6;0.9894;5.9364;6.2;0.009216;125;360;120
420489;6;1.2494;7.4964;5.6;0.00792;120;360;120
420505;12;0.5705;6.846;6;0.00726;144;360;252
420521;12;0.9936;11.9232;8.5;0.018;84;360;252
420661;12;1.0725;12.87;6;0.008505;144;360;120
420588;12;0.561;6.732;10.5;0.01476;72;360;120
420604;24;0.2842;6.8208;10.8;0.009216;72;360;120
280081;6;1.3589;8.1534;5.5;0.007161;144;600;300
420646;12;0.2842;3.4104;5.5;0.009216;144;360;120
450106;8;0.9841;7.8728;6.3;0.009512;120;360;120
450148;12;0.4557;5.4684;6;0.00728;144;360;120
450189;12;0.7747;9.2964;11.7;0.015252;72;360;120
420406;12;0.801;9.612;7.36;0.0144;72;360;120
480442;12;0.801;9.612;6;0.00819;144;360;120
541409;6;2.002;12.012;6;0.00663;152;300;120
480400;12;0.9936;11.9232;4.2;0.00819;144;360;120
480426;12;0.9936;11.9232;4.2;0.00819;144;360;120
480368;16;1.261;20.176;8.5;0.009632;126;360;120
480384;12;1.1452;13.7424;12;0.01476;84;360;120
480509;12;1.2546;15.0552;4.4;0.007956;144;360;120
480525;12;1.2546;15.0552;4.4;0.007956;144;360;120
472407;12;1.2915;15.498;12;0.01476;84;360;252
472464;12;2.3188;27.8256;6.5;0.00972;108;360;120
472480;12;1.4662;17.5944;8.1;0.010773;104;360;120
460964;6;2.8672;17.2032;6.5;0.00972;108;360;120
461087;12;1.7988;21.5856;8.1;0.010584;104;360;120
460980;12;1.7988;21.5856;8.1;0.010584;104;360;252
461046;6;2.3399;14.0394;8.1;0.004914;182;360;120
461004;12;1.281;15.372;4.2;0.00648;190;360;120
460923;12;1.281;15.372;4.3;0.0057;190;360;120
461806;12;1.5936;19.1232;6.8;0.004704;168;360;120
464420;6;0.7547;4.5282;3;0.004704;300;360;120
464446;12;0.6662;7.9944;5.6;0.007843;156;360;120
464461;6;0.9441;5.6646;3;0.004704;300;360;120
464487;12;0.5462;6.5544;5.6;0.007843;156;360;120
464503;6;1.5294;9.1764;5.2;0.015624;168;360;120
464545;12;0.7873;9.4476;5.6;0.007337;156;360;120
464560;6;0.8336;5.0016;3;0.004704;300;360;120
465005;12;0.9894;11.8728;5.6;0.00819;144;360;120
464826;12;1.302;15.624;5.6;0.00819;144;360;120
464867;12;1.302;15.624;5.6;0.00819;144;360;120
466706;6;2.4672;14.8032;3.8;0.00364;210;360;120
466680;12;2.022;24.264;3;0.004704;196;360;120
466789;12;0.9073;10.8876;3;0.004704;196;360;120
466763;12;1.8631;22.3572;3;0.004704;196;360;120
466862;6;3.0483;18.2898;3;0.004704;196;360;120
466888;6;1.0904;6.5424;3.4;0.00338;210;360;120
474106;8;1.0073;8.0584;6.3;0.01189;120;360;120
475103;12;0.4978;5.9736;6;0.00819;144;360;120
475145;12;0.8957;10.7484;11.8;0.014268;72;360;120
475160;6;0.8905;5.343;8;0.006656;144;360;120
479188;12;0.7705;9.246;3;0.004;180;360;252
